TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,HOME_AREA,WORK_AREA,BLUEBOOK_orderNorm,HOME_VAL_sqrt,INCOME_orderNorm,MVR_PTS_log,OLDCLAIM_yeoj,TIF_yeoj,TRAVTIME_yeoj,YOJ_orderNorm,CLM_FREQ_log,CAR_AGE_sqrt,PARENT1.No,PARENT1.Yes,MSTATUS.No,MSTATUS.Yes,SEX.F,SEX.M,EDUCATION.L,EDUCATION.Q,EDUCATION.C,JOB,JOBBlue Collar,JOBClerical,JOBDoctor,JOBHome Maker,JOBLawyer,JOBManager,JOBProfessional,JOBStudent,CAR_USECommercial,CAR_USEPrivate,CAR_TYPEMinivan,CAR_TYPEPanel Truck,CAR_TYPEPickup,CAR_TYPESports Car,CAR_TYPESUV,CAR_TYPEVan,RED_CAR.No,RED_CAR.Yes,REVOKED.No,REVOKED.Yes,URBANICITYHighly Rural/ Rural,URBANICITYHighly Urban/ Urban,HOME_AREAHighly Rural,HOME_AREAHighly Urban,WORK_AREARural,WORK_AREAUrban
0,0,-0.33642871349117504,0.2580467138194596,-0.648561868269201,0.11611015406007393,-0.330792152704695,No,-1.182840082052029,No,F,High School,Blue Collar,-0.2760067537531139,Private,0.47869728701950226,1.0990675050857734,Minivan,No,-0.45689968753339677,-0.6874356046597513,No,-0.3292668793023565,-0.5899643791184336,Highly Urban/ Urban,Highly Urban,Urban,0.5665628131270029,-1.4005074810388787,-0.19667306122757777,0.668676008431974,-0.7899687698059582,1.106706153568332,-0.1927963747365155,-0.14704315083089695,-0.7890650656991534,-0.47967387057208377,1,0,1,0,1,0,-0.6708203932499369,0.5,-0.2236067977499789,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,-1.3704287420616408,0.23806985066402347,0.6082001467493926,0.3596959201525426,No,0.5526712487146079,Yes,F,Bachelors,Professional,-0.4013257749485472,Private,0.13663692780303643,0.8605228406774829,SUV,No,-0.45689968753339677,-0.6874356046597513,No,0.13212671438279502,1.1603817456757142,Highly Rural/ Rural,Highly Rural,Rural,0.2717245271359286,0.6839256430606149,0.5619956643819758,0.8447268766384415,-0.7899687698059582,0.9600201169626053,-0.32242426487989184,0.6171017315004257,-0.7890650656991534,1.1161469198660359,1,0,0,1,1,0,-0.22360679774997896,-0.5,0.6708203932499368,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1,4486,-0.33642871349117504,-1.4867484174817194,0.23806985066402347,-0.37597983862924483,-0.6417138037563291,No,-0.27530687362147066,Yes,F,High School,Clerical,-0.4639852855462639,Private,-0.6738196724310986,-1.0478344745888413,SUV,No,-0.45689968753339677,-0.6874356046597513,No,-0.790660472987508,-1.2901028290360927,Highly Urban/ Urban,Highly Urban,Urban,-0.5691162183132338,0.10681265943362182,-0.6035908741249401,-1.0873285683148775,-0.7899687698059582,-1.2850861725115161,-0.38839629794040303,-0.7073106170580252,-0.7890650656991534,-1.414484046493782,1,0,0,1,1,0,-0.6708203932499369,0.5,-0.2236067977499789,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
0,0,1.6308356060329632,-0.0909123124407762,1.124701569597248,1.5923801321280302,-0.34722297166270816,No,0.5021025398088294,Yes,M,Bachelors,Manager,-1.0905803915234307,Private,0.7635489450429703,2.768880155943807,Minivan,No,-0.45689968753339677,-0.6874356046597513,No,-0.790660472987508,0.6352779082374698,Highly Urban/ Urban,Highly Urban,Urban,0.8106221532875058,0.6533334156096576,-0.21954346752720955,-1.0873285683148775,-0.7899687698059582,1.891275882428802,-1.1020424283682104,2.3369482717737315,-0.7890650656991534,0.6990197718450906,1,0,0,1,0,1,-0.22360679774997896,-0.5,0.6708203932499368,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,0.49068606465961684,-0.648561868269201,-1.3601598240078823,-0.269399319700164,No,0.07249893046256288,Yes,M,Bachelors,Clerical,-0.21334724315539721,Private,0.02341137335856167,-1.0478344745888413,Minivan,No,-0.45689968753339677,-0.6874356046597513,No,-0.3292668793023565,-1.2901028290360927,Highly Urban/ Urban,Highly Urban,Urban,0.17086434205970702,0.372272146109573,-0.13083490286356603,0.668676008431974,-0.7899687698059582,-1.2850861725115161,-0.12907151663814898,-1.3504511428868566,-0.7890650656991534,-1.414484046493782,1,0,0,1,0,1,-0.22360679774997896,-0.5,0.6708203932499368,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,0.8396450909198526,-0.648561868269201,-0.6220248349739042,-0.22725520146485653,No,0.5862966751407165,Yes,F,Bachelors,Professional,0.2252693310286195,Private,-1.69046596654833,-0.3322004813639698,SUV,No,-0.45689968753339677,-0.6874356046597513,No,-0.3292668793023565,0.28520868327864024,Highly Urban/ Urban,Highly Urban,Urban,-2.358348987556108,0.7040216527641225,-0.08011335140027874,0.668676008431974,-0.7899687698059582,-0.05893020057058791,0.2993005001353493,-0.9205219460252846,-0.7890650656991534,0.397245223872194,1,0,0,1,1,0,-0.22360679774997896,-0.5,0.6708203932499368,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,-0.439871338701012,-0.648561868269201,-0.8680698313185635,0.6339434860141598,No,1.0146637167266808,No,M,Masters,,-1.3412184339142974,Commercial,1.206916379288703,0.14488884745261127,Panel Truck,No,-0.2907663602344693,1.0264285059320701,No,1.5163074954382496,1.1603817456757142,Highly Urban/ Urban,Highly Urban,Urban,1.1324644432488291,0.9450120655985139,0.7908910247016478,1.077545112792449,1.09429839500819,0.42537686198848,-1.4256998936204297,-1.0984646679920371,1.2770428985571947,1.1161469198660359,1,0,1,0,0,1,0.22360679774997896,-0.5,-0.6708203932499369,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,0.49068606465961684,-0.648561868269201,0.3621551504047333,1.0939649771942466,No,1.2133363767002188,No,F,PhD,Doctor,-0.9652613703279973,Private,0.26416465754576063,-1.0478344745888413,Minivan,No,-0.45689968753339677,-0.6874356046597513,No,-0.790660472987508,0.9853471331962993,Highly Urban/ Urban,Highly Urban,Urban,0.3813450942638509,1.0487454579153277,1.1639815491010248,-1.0873285683148775,-0.7899687698059582,-1.2850861725115161,-0.949960424982778,0.2181203319193066,-0.7890650656991534,0.9812616794710168,1,0,1,0,1,0,0.6708203932499369,0.5,0.223606797749979,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,-0.7888303649612478,-0.648561868269201,0.11611015406007393,-0.5074700761031545,No,-0.11660377032254862,Yes,F,High School,Clerical,0.8518644370057863,Private,-0.4294908444193374,-1.0478344745888413,SUV,No,-0.45689968753339677,-0.6874356046597513,No,0.13212671438279502,0.11017407079922548,Highly Rural/ Rural,Highly Rural,Rural,-0.2906796283645385,0.23330035118803377,-0.41811863836936536,0.8447268766384415,-0.7899687698059582,-1.2850861725115161,0.8679147045865845,-0.14704315083089695,-0.7890650656991534,0.23763120604999444,1,0,0,1,1,0,-0.6708203932499369,0.5,-0.2236067977499789,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,-0.33642871349117504,2.1191615205407173,-0.648561868269201,1.1002901394387115,1.2256187270797645,No,1.454735909037494,Yes,F,PhD,Doctor,-1.4665374551097308,Private,0.06989344307787236,-1.0478344745888413,SUV,No,-0.45689968753339677,-0.6874356046597513,No,-0.790660472987508,0.460243295758055,Highly Urban/ Urban,Highly Urban,Urban,0.21220684778025106,1.169158823503293,1.251368212115032,-1.0873285683148775,-0.7899687698059582,-1.2850861725115161,-1.5999346622386672,1.4702987286708722,-0.7890650656991534,0.5508294970774634,1,0,0,1,1,0,0.6708203932499369,0.5,0.223606797749979,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,-0.2072319878608548,-0.648561868269201,0.6082001467493926,0.27126371925367715,No,0.8951697961379651,Yes,F,Bachelors,Manager,0.4132478628217695,Private,0.8815418912535282,-1.0478344745888413,Sports Car,No,-0.45689968753339677,-0.6874356046597513,No,-0.790660472987508,-0.06486054168018929,Highly Urban/ Urban,Highly Urban,Urban,0.9010760378469771,0.8803494424314072,0.47734665585957936,-1.0873285683148775,-0.7899687698059582,-1.2850861725115161,0.4746425076269722,0.6171017315004257,-0.7890650656991534,0.07121604121409636,1,0,0,1,1,0,-0.22360679774997896,-0.5,0.6708203932499368,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,-0.439871338701012,-0.648561868269201,-0.12993484228458543,-0.6106547903665916,No,-1.182840082052029,No,F,High School,Clerical,0.6638859052126362,Private,0.5287549005633753,-0.3322004813639698,Minivan,No,-0.45689968753339677,-0.6874356046597513,No,-0.790660472987508,-1.2901028290360927,Highly Rural/ Rural,Highly Rural,Rural,0.6095292166767197,-1.4005074810388787,-0.5589748514020658,-1.0873285683148775,-0.7899687698059582,-0.05893020057058791,0.7018948955491207,-0.4512663682589904,-0.7890650656991534,-1.414484046493782,1,0,1,0,1,0,-0.6708203932499369,0.5,-0.2236067977499789,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0,0,-0.33642871349117504,-1.603068092901798,0.23806985066402347,0.3621551504047333,-0.7402365580379844,No,0.003750371316811974,Yes,M,Bachelors,Student,1.7917570959715363,Commercial,-1.320993104676886,0.14488884745261127,Minivan,Yes,-0.45689968753339677,-0.6874356046597513,No,0.13212671438279502,-0.5899643791184336,Highly Urban/ Urban,Highly Urban,Urban,-1.7291627604401794,0.32304560452008546,-0.7473969318523195,0.8447268766384415,-0.7899687698059582,0.42537686198848,1.6512987619743336,0.2181203319193066,-0.7890650656991534,-0.47967387057208377,1,0,0,1,0,1,-0.22360679774997896,-0.5,0.6708203932499368,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,0.2580467138194596,-0.648561868269201,-0.6220248349739042,-0.9075698416507392,No,-1.182840082052029,Yes,F,High School,Student,0.09995030983318616,Commercial,0.4489010884814826,0.14488884745261127,SUV,No,-0.11081761298545631,1.0264285059320701,No,1.5163074954382496,-0.7649989915978483,Highly Urban/ Urban,Highly Urban,Urban,0.5378100285930133,-1.4005074810388787,-0.972076487037284,1.077545112792449,1.1862260322547742,0.42537686198848,0.1798261528592192,-0.9205219460252846,1.2770428985571947,-0.685808127193213,1,0,0,1,1,0,-0.6708203932499369,0.5,-0.2236067977499789,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,1.653882818860403,-0.648561868269201,-1.3601598240078823,0.9226327679082301,No,0.22246925398841835,No,M,Masters,Lawyer,-1.4665374551097308,Private,1.9363273194994246,-1.0478344745888413,Minivan,Yes,-0.45689968753339677,-0.6874356046597513,No,-0.790660472987508,0.8103125207168845,Highly Urban/ Urban,Highly Urban,Urban,1.733346373556759,0.4751788132545759,1.0401427130809857,-1.0873285683148775,-0.7899687698059582,-1.2850861725115161,-1.5999346622386672,-1.3504511428868566,-0.7890650656991534,0.8423473584607604,1,0,1,0,0,1,0.22360679774997896,-0.5,-0.6708203932499369,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,1.304923792600167,-0.648561868269201,1.3463351357833708,-0.36230700218153994,No,0.08331313795638673,Yes,M,Bachelors,Manager,-0.21334724315539721,Private,0.7254098109143051,1.8147014983106449,Minivan,Yes,-0.45689968753339677,-0.6874356046597513,No,-0.790660472987508,-0.4149297666390188,Highly Urban/ Urban,Highly Urban,Urban,0.776838541602998,0.3798916399248622,-0.24482358662229609,-1.0873285683148775,-0.7899687698059582,1.4852551751033387,-0.12907151663814898,1.9190481936951667,-0.7890650656991534,-0.2860683440165109,1,0,0,1,0,1,-0.22360679774997896,-0.5,0.6708203932499368,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,0.3743663892395382,-0.648561868269201,-0.12993484228458543,0.5789116384069933,No,0.7595390503045594,Yes,M,Bachelors,Professional,-1.215899412718864,Commercial,1.5346745632069194,1.8147014983106449,Panel Truck,Yes,-0.27648655642051534,3.597224671819802,No,-0.3292668793023565,0.28520868327864024,Highly Urban/ Urban,Highly Urban,Urban,1.4049691878883082,0.8046582820963708,0.7421354803807355,0.668676008431974,1.1051950741606598,1.4852551751033387,-1.260248601380102,-0.4512663682589904,1.526014848714418,0.397245223872194,1,0,0,1,0,1,-0.22360679774997896,-0.5,0.6708203932499368,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1
1,3532,1.6308356060329632,-0.0909123124407762,1.124701569597248,0.3621551504047333,-0.7912073205054654,Yes,-1.182840082052029,No,M,Bachelors,Clerical,-0.5893043067416972,Private,-0.17443538493388897,-0.3322004813639698,Minivan,No,-0.45689968753339677,-0.6874356046597513,No,-0.790660472987508,0.28520868327864024,Highly Urban/ Urban,Highly Urban,Urban,-0.03047032112890511,-1.4005074810388787,-0.8136139122729158,-1.0873285683148775,-0.7899687698059582,-0.05893020057058791,-0.5228520171181856,0.2181203319193066,-0.7890650656991534,0.397245223872194,0,1,1,0,0,1,-0.22360679774997896,-0.5,0.6708203932499368,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
1,866,-0.33642871349117504,-1.3704287420616408,2.897965007463697,0.3621551504047333,-0.8582981045988408,No,-0.5989496828364915,Yes,F,High School,Home Maker,0.7892049264080696,Private,-1.0492517740101466,1.8147014983106449,SUV,No,0.4597940597428655,1.8833605612279807,No,-0.790660472987508,-1.2901028290360927,Highly Urban/ Urban,Highly Urban,Urban,-1.0589646590613258,-0.19146960489974255,-0.9135215158928702,-1.0873285683148775,1.2921287721901222,1.4852551751033387,0.8129712394891806,0.2181203319193066,1.3872055296512353,-1.414484046493782,1,0,0,1,1,0,-0.6708203932499369,0.5,-0.2236067977499789,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
0,0,-0.33642871349117504,-1.4867484174817194,2.0113332885304724,0.854245143094052,-0.15079905776363503,No,-0.05545895082089261,Yes,F,High School,Professional,-0.8399423491325639,Private,-0.6726278244895779,-0.3322004813639698,SUV,No,-0.45689968753339677,-0.6874356046597513,Yes,-0.790660472987508,-0.06486054168018929,Highly Urban/ Urban,Highly Urban,Urban,-0.5670484410193105,0.27949382831872244,0.009482389135147531,-1.0873285683148775,-0.7899687698059582,-0.05893020057058791,-0.8031539080858038,1.0303550730409272,-0.7890650656991534,0.07121604121409636,1,0,0,1,1,0,-0.6708203932499369,0.5,-0.2236067977499789,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
1,7786,-0.33642871349117504,-1.2541090666415622,-0.648561868269201,-0.6220248349739042,-0.995629085751062,No,-0.5143715202498521,No,F,High School,Clerical,-1.2785589233165806,Private,-1.5212235588523781,-0.3322004813639698,Sports Car,No,2.4184491015738967,1.8833605612279807,Yes,0.13212671438279502,0.28520868327864024,Highly Urban/ Urban,Highly Urban,Urban,-1.9554646307409114,-0.10686361721652717,-1.0779252589914385,0.8447268766384415,1.3963546545727454,-0.05893020057058791,-1.341984543420567,-0.9205219460252846,1.3872055296512353,0.397245223872194,1,0,1,0,1,0,-0.6708203932499369,0.5,-0.2236067977499789,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
0,0,1.6308356060329632,-0.7888303649612478,2.897965007463697,0.3621551504047333,-1.2451993434424475,No,-0.6230128306192686,Yes,F,High School,Home Maker,0.09995030983318616,Private,0.8350598215342175,1.0990675050857734,Pickup,No,-0.45689968753339677,-0.6874356046597513,No,0.13212671438279502,-1.2901028290360927,Highly Urban/ Urban,Highly Urban,Urban,0.8672549661135648,-0.21664500042552573,-1.3712554530205687,0.8447268766384415,-0.7899687698059582,1.106706153568332,0.1798261528592192,0.2181203319193066,-0.7890650656991534,-1.414484046493782,1,0,0,1,1,0,-0.6708203932499369,0.5,-0.2236067977499789,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1,4148,3.598099925557101,-0.2072319878608548,2.0113332885304724,0.11611015406007393,1.5510235338081342,Yes,-1.182840082052029,No,F,Masters,Manager,-0.2760067537531139,Private,0.45605217613060733,-1.0478344745888413,Sports Car,No,0.5751934499141681,1.8833605612279807,No,-0.790660472987508,1.1603817456757142,Highly Urban/ Urban,Highly Urban,Urban,0.5436779507713856,-1.4005074810388787,1.4660871737191474,-1.0873285683148775,1.3038854719732111,-1.2850861725115161,-0.1927963747365155,-0.14704315083089695,1.3872055296512353,1.1161469198660359,0,1,1,0,1,0,0.22360679774997896,-0.5,-0.6708203932499369,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
