Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Base_CS,Pitch_H,Pitch_HR,Pitch_BB,Pitch_SO,Field_E,Field_DP,Ratio_Bat_H_Pitch_H,Ratio_Bat_HR_Pitch_HR,Ratio_Bat_BB_Pitch_BB,Ratio_Bat_SO_Pitch_SO
92,0.7691674760023717,42.55101323058815,36,167,671,860,109,42,0.49999974009353515,167,671,860,1.0945415085844257,3146.1665102930183,1.5383357516515572,1,1,1
75,0.7691685856494225,44.87143066944766,26,172,590,926,125,44,0.4999997470705714,172,590,926,1.095821719130626,3354.6750399632006,1.5383379494807221,1,1,1
75,0.7691714532294024,44.97999552515379,31,124,469,819,86,52,0.4999997647904471,124,469,819,1.0976693213356585,3825.1544924848663,1.5383436301250397,1,1,1
91,0.7691694936872202,39.324166958331304,37,145,429,1011,89,40,0.49999975273035147,145,429,1011,1.092842169791694,3751.123432551454,1.538339748143898,1,1,1
80,0.7691709201454701,42.66333597939588,27,147,566,1000,69,43,0.4999997615304783,147,566,1000,1.0981021606925805,4242.900794595898,1.5383425739865757,1,1,1
81,0.7691680059547804,43.55519115574437,29,115,448,928,94,56,0.499999743433962,115,448,928,1.0938122570047388,3146.1665102930183,1.5383368012795173,1,1,1
72,0.769162325997472,38.61056113180757,20,88,416,882,160,101,0.4999997068542174,88,416,882,1.0975790742530638,3714.3315303725653,1.538325553902241,1,1,1
71,0.7691681808640031,45.088392193160566,24,114,564,930,169,100,0.49999974453313684,114,564,930,1.0961661644586846,3319.541604147646,1.5383371477163374,1,1,1
66,0.7691719779697599,44.21645763756779,23,169,566,1007,92,76,0.49999988308534954,238,797,1419,1.0945415085844257,3111.9519377772504,1.5383443156494956,0.7100840336134454,0.7101631116687579,0.7096546863988724
87,0.7691761263288635,47.53708462360137,28,208,630,993,65,44,0.49999983389945934,232,704,1109,1.0944008894125261,2429.5402483255575,1.5383527637001784,0.896551724137931,0.8948863636363636,0.8954012623985572
70,0.7691773810383846,44.97999552515379,24,193,530,980,53,39,0.4999998024715549,194,533,986,1.0971079285340344,3180.534955390482,1.5383553698146577,0.9948453608247423,0.9943714821763602,0.9939148073022313
84,0.7691751033737466,47.22234656064679,25,161,617,953,126,72,0.49999978668587064,161,617,953,1.0968082144797935,2617.4063216376953,1.5383508630514433,1,1,1
85,0.7691750560713232,50.814869480845005,27,147,510,1028,93,45,0.4999997864069375,147,510,1028,1.0944008894125261,2810.994924791286,1.5383507693047505,1,1,1
70,0.7691684704700448,43.886624337638786,22,158,511,1022,71,45,0.4999997463494614,158,511,1022,1.0944008894125261,3146.1665102930183,1.5383377213404725,1,1,1
82,0.7691770721716062,50.31184468338385,34,236,608,1024,93,52,0.4999997981816978,236,608,1024,1.0975790742530638,4165.623882213242,1.5383547652795062,1,1,1
75,0.7691708663708502,46.80058189112454,26,158,494,1001,116,52,0.499999761200759,158,494,1001,1.0939634856794,2681.3036367408076,1.5383424674517276,1,1,1
99,0.7691783315991051,52.697819766160656,32,152,462,805,117,51,0.4999998054178671,152,462,805,1.0911497494539961,2976.638354309303,1.5383572618718846,1,1,1
77,0.7691722372694668,46.90625183876648,33,150,476,838,129,61,0.49999976955647457,150,476,838,1.0942577269088183,2554.1448094299453,1.5383451835423085,1,1,1
92,0.7691783315991051,46.48264601140775,37,162,450,942,143,46,0.4999998054178671,162,450,942,1.0917496007883927,2188.085394324402,1.5383572618718846,1,1,1
95,0.7691745791076917,47.11713340395761,30,147,447,848,161,57,0.4999997835872576,147,447,848,1.0911497494539961,2585.6959194668148,1.5383498240523918,1,1,1
65,0.7691654005813485,42.43849994212717,46,159,489,1239,73,38,0.4999997268668514,159,489,1239,1.0935011867504323,2158.6377630294483,1.5383316415014268,1,1,1
100,0.7691767152898458,48.266309855249,46,216,588,1045,137,39,0.49999979611443035,216,588,1045,1.0941119501873424,2277.411063869143,1.5383540578760784,1,1,1
85,0.7691718736801629,47.53708462360137,44,179,535,975,97,44,0.49999976735053203,179,535,975,1.0945415085844257,2554.1448094299453,1.5383444631503678,1,1,1
92,0.7691733045668654,47.74616627785212,35,208,587,1052,71,38,0.49999977598927614,208,587,1052,1.0905092652707788,2876.7836432474064,1.5383472983463145,1,1,1
98,0.7691721337928346,47.64169933134214,41,165,643,1016,92,46,0.49999976892941767,165,643,1016,1.0915539197787536,1901.0577036812736,1.538344978518209,1,1,1
84,0.7691719258658384,49.70389648479357,47,152,531,1006,76,38,0.4999997676676011,152,531,1006,1.0945415085844257,2368.2028593310174,1.5383445665462436,1,1,1
51,0.7691682969916949,48.88575433713335,38,135,441,1022,53,32,0.4999997452620006,135,441,1022,1.0980179602975175,2745.8340547807315,1.5383373777293619,1,1,1
77,0.7691693252232547,48.47335796906377,27,191,606,1094,67,26,0.49999975168370864,191,606,1094,1.0924927082895177,3249.732287022592,1.5383394144359859,1,1,1
76,0.7691738991055806,52.50167571999108,38,160,504,965,76,30,0.4999997795449455,160,504,965,1.0941119501873424,3714.3315303725653,1.5383484764845556,1,1,1
38,0.7691848053226802,40.37932403474931,96,19,74,99,94,101,0.499999978926642,52,203,272,1.109300131359346,1188.3837484624983,1.5383696754825902,0.36538461538461536,0.3645320197044335,0.3639705882352941
90,0.7691811657760843,40.95795470931696,56,21,134,227,82,77,0.4999999666497336,49,310,525,1.1088472364257924,1402.4290670170124,1.5383624341617625,0.42857142857142855,0.432258064516129,0.43238095238095237
113,0.7691884384477209,43.665848328391384,100,11,176,327,410,200,0.49999998079922015,30,475,883,1.1083386060466298,1402.4290670170124,1.5383769359715156,0.36666666666666664,0.3705263157894737,0.37032842582106457
104,0.7691822987189827,45.84253487919977,98,39,174,428,266,200,0.49999995363783506,75,336,825,1.1076773515131253,1790.931996936343,1.538364740081805,0.52,0.5178571428571429,0.5187878787878788
77,0.7691737021397285,44.97999552515379,79,39,203,426,255,200,0.4999999404237705,75,392,822,1.1080937660629435,1578.868577400615,1.538347587577355,0.52,0.5178571428571429,0.5182481751824818
87,0.7691776432888777,40.727134454510086,96,29,258,471,256,201,0.4999999466366181,56,498,908,1.1074284949832203,824.8608135686167,1.5383554507614543,0.5178571428571429,0.5180722891566265,0.5187224669603524
104,0.7691810499044797,53.86493588180557,142,56,203,699,357,200,0.4999999344100664,93,336,1155,1.107755813348596,1329.4631802824565,1.5383623016111216,0.6021505376344086,0.6041666666666666,0.6051948051948052
107,0.7691760347111867,45.30468459139926,88,53,302,963,410,200,0.4999999024522718,77,441,1405,1.107289168935044,1377.9289188242954,1.5383523695479309,0.6883116883116883,0.6848072562358276,0.6854092526690392
67,0.7691634670943981,39.324166958331304,77,32,275,755,300,193,0.49999986351461867,46,398,1092,1.1078168333842713,824.8608135686167,1.5383273541071874,0.6956521739130435,0.6909547738693468,0.6913919413919414
78,0.7691737021397285,39.44229630699596,82,33,346,744,216,97,0.4999998844304734,46,479,1030,1.1078168333842713,2188.085394324402,1.5383477598517017,0.717391304347826,0.7223382045929019,0.7223300970873786
82,0.7691814342933718,43.886624337638786,126,71,455,525,499,200,0.49999990114671783,95,609,703,1.1080510645661217,1329.4631802824565,1.5383631727312412,0.7473684210526316,0.7471264367816092,0.7467994310099573
85,0.7691699389530837,38.61056113180757,108,68,341,633,354,96,0.49999983274465026,82,412,765,1.1075843130566492,2337.776652917799,1.538340392497488,0.8292682926829268,0.8276699029126213,0.8274509803921568
105,0.7691774687092541,43.886624337638786,68,53,596,570,419,96,0.4999998753741579,67,754,721,1.1071382263258485,1427.1066619476296,1.5383553208561627,0.7910447761194029,0.7904509283819628,0.7905686546463245
93,0.769172902067195,39.91256996321558,76,38,646,627,347,201,0.49999984737950615,46,787,764,1.1064313934671348,885.0268430514233,1.538346273700726,0.8260869565217391,0.820838627700127,0.8206806282722513
102,0.7691728006621875,39.79533513520049,94,63,625,632,339,200,0.499999835231684,74,734,742,1.1062712474337844,1281.713958025652,1.5383461082657703,0.8513513513513513,0.8514986376021798,0.8517520215633423
108,0.7691823726199506,41.187944662880525,63,82,705,367,305,200,0.4999998909221247,103,885,461,1.1064979976436455,2778.3358471042043,1.53836508084309,0.7961165048543689,0.7966101694915254,0.7960954446854663
102,0.7691923168786992,52.79571504681829,115,126,657,320,296,193,0.4999999198718462,155,806,393,1.1070400137714271,4359.910307741776,1.538384880293279,0.8129032258064516,0.815136476426799,0.8142493638676844
88,0.7691819262002763,43.444353170161,70,67,618,292,246,78,0.49999988597064976,83,764,361,1.1065626317527393,2585.6959194668148,1.5383642032378935,0.8072289156626506,0.8089005235602095,0.8088642659279779
92,0.7691840189032475,40.262960459628104,92,45,512,339,298,96,0.4999998933270752,56,633,419,1.1066076415306088,1427.1066619476296,1.538368366011001,0.8035714285714286,0.8088467614533965,0.8090692124105012
114,0.7691896308314928,47.53708462360137,102,55,519,322,286,193,0.4999999110579989,68,637,395,1.1051629096348836,2013.8743095279185,1.5383795353160943,0.8088235294117647,0.814756671899529,0.8151898734177215
111,0.7691808557176367,39.20581021821557,60,58,440,329,187,76,0.49999984737950615,63,478,358,1.1050148653632375,1329.4631802824565,1.538362181006465,0.9206349206349206,0.9205020920502092,0.9189944134078212
101,0.7691789210381578,37.157389820716915,96,42,459,287,197,168,0.499999831577756,45,489,306,1.1048229913097638,2188.085394324402,1.5383583602638498,0.9333333333333333,0.9386503067484663,0.9379084967320261
77,0.769180145404302,37.27986336530574,80,56,464,326,214,168,0.49999986618453846,66,545,383,1.104894222550766,1502.1987112436416,1.538360702521499,0.8484848484848485,0.8513761467889909,0.8511749347258486
86,0.7691678301788937,34.394047098795184,46,17,471,569,223,117,0.4999998156756097,20,557,673,1.104117303077274,1630.851551875172,1.5383362274635617,0.85,0.8456014362657092,0.8454680534918276
68,0.7691648309532021,39.20581021821557,55,29,467,475,187,99,0.499999799203561,34,548,580,1.1061867488297332,1578.868577400615,1.5383302796888885,0.8529411764705882,0.8521897810218978,0.8189655172413793
58,0.7691611502188587,33.61570400907355,53,25,335,602,151,67,0.4999997316480833,26,355,634,1.1055230291597822,1377.9289188242954,1.5383231260616361,0.9615384615384616,0.9436619718309859,0.9495268138801262
54,0.7691605131875134,32.825740859605,55,18,318,725,139,58,0.4999997240185548,19,335,823,1.1050484329645454,1329.4631802824565,1.5383218754716157,0.9473684210526315,0.9492537313432836,0.8809234507897934
53,0.769154032001508,31.481572457377343,46,17,382,527,100,68,0.49999969624971674,18,410,537,1.105578632073417,1710.1207053078433,1.538308998526604,0.9444444444444444,0.9317073170731708,0.9813780260707635
63,0.7691644463013652,32.69290716207528,67,24,452,579,129,62,0.4999997670328134,26,495,664,1.1039791148270777,2617.4063216376953,1.5383296093633727,0.9230769230769231,0.9131313131313131,0.8719879518072289
66,0.7691613602958923,31.208369923677857,45,18,436,591,141,67,0.49999972927329916,19,459,500,1.1037856291369972,1353.6067698935703,1.5383235535223057,0.9473684210526315,0.9498910675381264,1.182
48,0.7691532747606508,29.394053932640574,46,16,424,646,143,125,0.4999996835541176,17,449,718,1.10555097734662,1657.1024635301999,1.5383075231034646,0.9411764705882353,0.9443207126948775,0.8997214484679665
56,0.7691641876550064,36.292738950024116,52,33,380,572,161,91,0.49999974921554624,35,402,606,1.1049809029708362,2778.3358471042043,1.5383291468880824,0.9428571428571428,0.945273631840796,0.9438943894389439
47,0.7691745791076917,45.9496180586046,58,40,594,619,181,91,0.4999998120414516,43,637,664,1.1057126640777533,1957.1313745896261,1.5383497365073502,0.9302325581395349,0.9324960753532182,0.9322289156626506
55,0.7691760347111867,42.99917217748574,72,37,481,731,145,83,0.49999981455134035,39,509,774,1.104786725295728,2522.7533369435632,1.5383526399932437,0.9487179487179487,0.9449901768172888,0.9444444444444444
74,0.7691690426223262,38.96840838803021,64,34,524,687,190,74,0.4999997827304611,36,562,737,1.1044187921400368,1188.3837484624983,1.5383387537129558,0.9444444444444444,0.9323843416370107,0.932157394843962
100,0.7691672975892141,41.41711467573089,64,37,532,653,147,90,0.4999997670328134,39,563,691,1.1034189009497637,2976.638354309303,1.5383353119417276,0.9487179487179487,0.9449378330373002,0.9450072358900145
88,0.7691618461389373,43.665848328391384,61,18,585,661,129,104,0.49999973896555183,19,623,704,1.102690682095688,2100.2362381651096,1.538324495389246,0.9473684210526315,0.9390048154093098,0.9389204545454546
76,0.7691655259841872,35.792711886621795,79,23,452,622,164,71,0.49999975719020506,24,479,659,1.1030111305029744,2277.411063869143,1.5383317990124317,0.9583333333333334,0.9436325678496869,0.9438543247344461
69,0.7691635991290556,30.657368532907572,77,17,457,572,108,87,0.49999983313092117,22,597,747,1.1031023125005655,1901.0577036812736,1.5383277116567677,0.7727272727272727,0.7654941373534339,0.7657295850066934
66,0.7691682389755443,34.00629081052867,72,28,414,561,169,136,0.4999998122717224,33,483,654,1.1030417671265917,2277.411063869143,1.5383370555298201,0.8484848484848485,0.8571428571428571,0.8577981651376146
66,0.7691708663708502,35.792711886621795,92,25,410,520,94,104,0.4999997897184077,27,437,554,1.1035275825251445,2398.7908464295283,1.5383423797118707,0.9259259259259259,0.9382151029748284,0.9386281588447654
84,0.7691803841524409,40.84264902586691,106,65,399,498,100,106,0.4999998367346939,69,422,527,1.1021181382917011,2277.411063869143,1.5383612706269294,0.9420289855072463,0.9454976303317536,0.9449715370018975
56,0.7691702143468003,34.90677391639656,77,34,410,478,71,69,0.4999997833022228,36,434,506,1.1027239279321774,2247.472431373392,1.5383410954037926,0.9444444444444444,0.9447004608294931,0.9446640316205533
57,0.7691751033737466,41.187944662880525,61,34,451,425,60,84,0.4999998073456039,36,474,447,1.103161906767453,3460.9870685562037,1.5383507994875818,0.9444444444444444,0.9514767932489452,0.9507829977628636
56,0.7691702143468003,38.96840838803021,55,26,375,478,78,72,0.4999997833022228,28,397,506,1.1006306717752283,3389.96061601051,1.5383410954037926,0.9285714285714286,0.9445843828715366,0.9446640316205533
74,0.7691806209156887,46.80058189112454,74,43,429,402,82,76,0.49999983803302117,46,454,426,1.1029177288196117,3077.8915349937,1.5383617401589842,0.9347826086956522,0.9449339207048458,0.9436619718309859
70,0.7691754792496146,41.07305282099421,66,17,454,371,86,100,0.4999998140987507,18,484,395,1.1025201883670581,3284.560591443188,1.538351530462172,0.9444444444444444,0.9380165289256198,0.9392405063291139
63,0.7691771607412573,41.531395381808856,64,39,364,382,105,78,0.4999998181132965,41,383,402,1.1031913543321041,2522.7533369435632,1.5383548810951109,0.9512195121951219,0.9503916449086162,0.9502487562189055
53,0.7691747707569926,44.653792718672264,43,55,473,399,64,21,0.4999998080611256,58,501,422,1.1018408847293626,2909.9126446471455,1.5383501320523707,0.9482758620689655,0.9441117764471058,0.9454976303317536
59,0.7691763541900675,45.73529055086773,81,35,429,454,68,49,0.4999998138718344,37,451,478,1.1022688593411172,3077.8915349937,1.5383532810418834,0.9459459459459459,0.9512195121951219,0.9497907949790795
74,0.7691773810383846,45.088392193160566,82,69,349,418,73,64,0.4999998192053787,73,367,440,1.101085749540152,3862.393136732837,1.5383553183295036,0.9452054794520548,0.9509536784741145,0.95
67,0.769170378526291,42.099805419309334,62,36,387,452,48,49,0.499999781580128,38,407,475,1.1005235461128997,2876.7836432474064,1.538341429061258,0.9473684210526315,0.9508599508599509,0.9515789473684211
81,0.7691753388237872,46.90625183876648,56,66,365,522,38,49,0.49999980853592785,69,384,549,1.0995752636115597,3043.985601595667,1.5383512667255703,0.9565217391304348,0.9505208333333334,0.9508196721311475
87,0.7691675944522199,41.6454748887324,59,57,343,450,26,52,0.49999976575540833,60,361,473,1.0978460583984837,3146.1665102930183,1.538335909598174,0.95,0.9501385041551247,0.9513742071881607
84,0.7691767152898458,44.106689304421586,47,89,402,472,32,35,0.49999982284580496,95,431,506,1.100787140176802,2277.411063869143,1.538353975631412,0.9368421052631579,0.9327146171693735,0.932806324110672
40,0.7691724945526437,43.77632571628826,35,79,374,462,21,28,0.4999997958537905,84,396,489,1.1020407237798775,1657.1024635301999,1.5383456172001406,0.9404761904761905,0.9444444444444444,0.9447852760736196
75,0.7691748184887004,40.49547331146172,47,70,455,612,24,39,0.4999998056604126,74,479,644,1.1016315174519755,4165.623882213242,1.5383502349021008,0.9459459459459459,0.9498956158663883,0.9503105590062112
84,0.7691650852012146,39.91256996321558,44,67,517,754,48,50,0.49999975786561446,71,551,804,1.1000113746758549,2491.5218506935603,1.5383309153680511,0.9436619718309859,0.9382940108892922,0.9378109452736318
68,0.7691734542293832,39.91256996321558,42,60,393,530,44,40,0.499999806144145,64,422,569,1.1014119106882103,4438.643361292263,1.538347504894108,0.9375,0.9312796208530806,0.9314586994727593
69,0.7691713472861539,42.212897190169855,53,63,428,619,51,50,0.499999792419492,67,456,660,1.101456687728609,4012.8292394839323,1.538343333232489,0.9402985074626866,0.9385964912280702,0.9378787878787879
65,0.7691639924965609,41.87303522962393,21,74,519,555,54,49,0.499999764467468,81,568,608,1.0990302397085534,2976.638354309303,1.5383287096460336,0.9135802469135802,0.9137323943661971,0.912828947368421
72,0.7691607975804925,40.02958483755353,38,41,497,645,59,51,0.49999972967128026,43,526,683,1.101133756081614,2843.810963871772,1.5383224268664495,0.9534883720930233,0.9448669201520913,0.9443631039531479
68,0.7691662081579433,45.52031503167182,41,83,480,535,39,46,0.49999975786561446,87,505,563,1.101274908634534,3568.660855453984,1.5383331612825961,0.9540229885057471,0.9504950495049505,0.9502664298401421
71,0.7691759428213841,43.444353170161,27,108,554,544,87,47,0.4999998165676805,115,590,580,1.101921926169501,3677.689058946033,1.5383524500098844,0.9391304347826087,0.9389830508474576,0.9379310344827586
86,0.7691714532294024,44.3260511798571,51,47,591,496,64,63,0.49999979026282587,50,626,525,1.1006833814711086,2522.7533369435632,1.5383435517544635,0.94,0.9440894568690096,0.9447619047619048
90,0.769174531013964,47.22234656064679,44,89,587,526,61,45,0.4999998041983017,94,617,553,1.0996397697880937,2307.5125966990286,1.5383496644508818,0.9468085106382979,0.9513776337115073,0.9511754068716094
96,0.7691757118986908,48.16257091795404,52,101,710,568,46,33,0.4999998129600015,107,752,601,1.098958258299847,2617.4063216376953,1.5383519992640928,0.9439252336448598,0.9441489361702128,0.9450915141430949
79,0.7691708663708502,45.088392193160566,35,108,720,690,29,44,0.4999997841556428,114,757,726,1.0993770646523253,2976.638354309303,1.538342396826752,0.9473684210526315,0.9511228533685601,0.9504132231404959
87,0.7691728006621875,45.088392193160566,38,156,647,648,75,59,0.49999979480621703,164,681,682,1.101274908634534,3077.8915349937,1.538346232642541,0.9512195121951219,0.9500734214390602,0.9501466275659824
80,0.7691714002995883,43.665848328391384,39,137,594,649,84,36,0.4999997872421002,144,625,683,1.0991013269373404,3460.9870685562037,1.538343455188622,0.9513888888888888,0.9504,0.9502196193265008
68,0.7691608683606677,38.13010687383415,33,116,511,753,61,36,0.4999997300683845,123,541,797,1.0997035191764275,2976.638354309303,1.5383225672051268,0.943089430894309,0.944547134935305,0.944792973651192
94,0.7691719258658384,41.6454748887324,43,146,495,651,57,33,0.4999997899908814,154,521,685,1.096386845504493,4012.8292394839323,1.538344497864421,0.948051948051948,0.9500959692898272,0.9503649635036496
89,0.7691709738347422,41.87303522962393,58,191,530,773,44,28,0.4999997847217917,201,558,813,1.0995752636115597,3389.96061601051,1.5383426100127662,0.9502487562189055,0.9498207885304659,0.95079950799508
100,0.7691757582207502,42.099805419309334,65,209,485,767,37,17,0.49999981065088756,220,510,807,1.0968082144797935,4088.932722602005,1.5383520990127095,0.95,0.9509803921568627,0.9504337050805453
89,0.7691726479639577,41.187944662880525,37,184,507,794,43,15,0.49999978862319294,191,527,825,1.0970095070077044,2713.489874708785,1.538345946269224,0.9633507853403142,0.9620493358633776,0.9624242424242424
93,0.7691718214125494,39.324166958331304,50,179,487,834,73,39,0.4999997894454034,188,512,877,1.0985843175513585,2745.8340547807315,1.5383442906360218,0.9521276595744681,0.951171875,0.95096921322691
87,0.7691702691609542,39.44229630699596,36,198,562,926,74,45,0.49999978100153253,208,591,974,1.095821719130626,3284.560591443188,1.5383412121106441,0.9519230769230769,0.9509306260575296,0.9507186858316222
86,0.7691668174438899,38.84936016498097,38,181,581,975,57,27,0.49999973592144403,181,581,975,1.0964946279605896,3077.8915349937,1.5383344473700589,1,1,1
84,0.7691648946782574,38.84936016498097,39,139,525,954,75,52,0.4999997236080209,139,525,954,1.0971079285340344,3319.541604147646,1.5383306397210148,1,1,1
88,0.7691746750771495,46.694758129496186,32,159,486,825,53,41,0.4999997841556428,159,486,825,1.098348043883038,2585.6959194668148,1.5383500142426392,1,1,1
86,0.7691693252232547,43.33333333333335,28,196,408,976,64,37,0.49999975168370864,196,408,976,1.0981021606925805,2778.3358471042043,1.5383394144359859,1,1,1
85,0.7691723918799142,40.727134454510086,32,207,512,913,59,47,0.4999997704922849,207,512,913,1.099171536830153,2585.6959194668148,1.538345489884145,1,1,1
77,0.7691623940663243,37.27986336530574,29,158,512,947,55,45,0.49999970730262394,158,512,947,1.0979326010400707,2876.7836432474064,1.5383256886604337,1,1,1
81,0.7691681808640031,35.792711886621795,31,80,414,782,83,44,0.49999974453313684,80,414,782,1.0967052746960644,2585.6959194668148,1.5383371477163374,1,1,1
76,0.7691733545311239,40.146381195830124,24,160,522,736,58,34,0.49999977628885584,160,522,736,1.0981021606925805,1957.1313745896261,1.5383473973531605,1,1,1
74,0.7691701594447207,37.888424738356846,18,151,560,810,49,37,0.4999997801293191,159,589,852,1.0998288011420216,2522.7533369435632,1.5383409953616054,0.949685534591195,0.9507640067911715,0.9507042253521126
76,0.7691738991055806,40.727134454510086,34,207,612,875,85,40,0.4999997821564335,208,616,880,1.1000113746758549,2713.489874708785,1.5383484684497952,0.9951923076923077,0.9935064935064936,0.9943181818181818
88,0.7691667569737873,38.61056113180757,37,120,571,772,72,44,0.49999973553719007,120,571,772,1.0973946855009842,3319.541604147646,1.5383343276120125,1,1,1
67,0.7691639924965609,35.91813412098398,28,108,546,764,55,38,0.4999997211254707,109,549,769,1.1005235461128997,2876.7836432474064,1.5383288429945858,0.9908256880733946,0.994535519125683,0.9934980494148244
70,0.769162529845293,34.65101373120217,30,82,589,811,74,61,0.49999970819635586,82,589,811,1.1000113746758549,2976.638354309303,1.5383259574688264,1,1,1
61,0.7691684704700448,40.49547331146172,20,139,537,876,82,53,0.4999997463494614,139,537,876,1.100469111303363,2217.6970799750557,1.5383377213404725,1,1,1
69,0.769162799976699,37.27986336530574,39,123,550,874,90,65,0.499999709971583,123,550,874,1.0991013269373404,2188.085394324402,1.5383264922701927,1,1,1
67,0.7691685856494225,41.07305282099421,28,128,496,828,99,51,0.49999975342444136,130,502,838,1.1009882580003143,2649.275673741672,1.5383379299319138,0.9846153846153847,0.9880478087649402,0.9880668257756563
82,0.7691658376364178,41.531395381808856,22,145,437,905,73,52,0.49999973282377486,146,440,911,1.0997665252450393,3180.534955390482,1.5383324972845749,0.9931506849315068,0.9931818181818182,0.9934138309549945
76,0.7691654633360224,41.41711467573089,34,98,491,825,150,60,0.4999998831983379,150,750,1261,1.099309389877191,2681.3036367408076,1.538331286031347,0.6533333333333333,0.6546666666666666,0.6542426645519429
89,0.7691688719557703,40.146381195830124,22,146,554,869,151,77,0.49999974885994974,146,554,869,1.0978460583984837,4242.900794595898,1.5383385165883654,1,1,1
88,0.7691730535874778,40.49547331146172,45,130,582,847,146,88,0.49999977448231286,130,582,847,1.0978460583984837,3862.393136732837,1.5383468010237806,1,1,1
80,0.7691644463013652,42.32579497790965,27,111,555,896,140,85,0.4999997207084621,111,555,896,1.0980179602975175,3043.985601595667,1.5383297518876946,1,1,1
