Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Base_CS,Pitch_H,Pitch_HR,Pitch_BB,Pitch_SO,Field_E,Field_DP,winsor_Field_E_trans,winsor_Pitch_H_trans,Ratio_Bat_H_Pitch_H,Ratio_Bat_HR_Pitch_HR,Ratio_Bat_BB_Pitch_BB,Ratio_Bat_SO_Pitch_SO
86,1393,168,46,17,471,569,223,146,1647,20,557,673,279,106,0.9072354871359474,0.4999998156756097,0.8457802064359441,0.85,0.8456014362657092,0.8454680534918276
48,1187,131,46,16,424,605,143,146,1257,17,449,682,360,107,0.9076891461827492,0.4999996835541176,0.9443118536197295,0.9411764705882353,0.9443207126948775,0.8870967741935484
47,1520,267,58,40,594,619,181,98,1631,43,637,664,372,118,0.9077388051426432,0.4999998120414516,0.9319435928877989,0.9302325581395349,0.9324960753532182,0.9322289156626506
69,1325,140,77,17,457,572,108,47,1731,22,597,747,240,116,0.9069012578432527,0.49999983313092117,0.7654534950895436,0.7727272727272727,0.7654941373534339,0.7657295850066934
57,1531,224,61,34,451,425,60,84,1611,36,474,447,242,165,0.9069211555176246,0.4999998073456039,0.9503414028553694,0.9444444444444444,0.9514767932489452,0.9507829977628636
63,1576,227,64,39,364,382,105,76,1658,41,383,402,243,137,0.9069309754239071,0.4999998181132965,0.9505428226779252,0.9512195121951219,0.9503916449086162,0.9502487562189055
81,1536,276,56,66,365,522,38,41,1616,69,384,549,160,153,0.9056705214073335,0.49999980853592785,0.9504950495049505,0.9565217391304348,0.9505208333333334,0.9508196721311475
84,1566,250,47,89,402,472,32,59,1680,95,431,506,181,129,0.9061044203452289,0.49999982284580496,0.9321428571428572,0.9368421052631579,0.9327146171693735,0.932806324110672
75,1525,218,47,70,455,612,24,37,1604,74,479,644,199,184,0.9064001864642577,0.4999998056604126,0.9507481296758105,0.9459459459459459,0.9498956158663883,0.9503105590062112
80,1457,246,39,137,594,649,84,36,1533,144,625,683,153,165,0.9054979957619532,0.4999997872421002,0.9504240052185258,0.9513888888888888,0.9504,0.9502196193265008
89,1481,224,37,184,507,794,43,15,1538,191,527,825,128,143,0.9047189473957922,0.49999978862319294,0.9629388816644994,0.9633507853403142,0.9620493358633776,0.9624242424242424
87,1436,209,36,198,562,926,74,45,1511,208,591,974,117,160,0.9042647362991719,0.49999978100153253,0.9503639973527466,0.9519230769230769,0.9509306260575296,0.9507186858316222
86,1419,243,28,196,408,976,64,37,1419,196,408,976,140,145,0.9051293469230596,0.49999975168370864,1,1,1,1
77,1307,191,29,158,512,947,55,45,1307,158,512,947,138,148,0.9050661460170323,0.49999970730262394,1,1,1,1
81,1399,179,31,80,414,782,83,44,1399,80,414,782,125,139,0.9046033900893089,0.49999974453313684,1,1,1,1
70,1309,170,30,82,589,811,74,61,1309,82,589,811,167,151,0.9058278931416256,0.49999970819635586,1,1,1,1
76,1354,226,34,98,491,825,150,60,2069,150,750,1261,156,142,0.9055739261915361,0.4999998831983379,0.6544224262928952,0.6533333333333333,0.6546666666666666,0.6542426645519429
89,1411,215,22,146,554,869,151,77,1411,146,554,869,137,186,0.9050338186328274,0.49999974885994974,1,1,1,1
55,1335,231,28,97,437,859,96,70,1352,98,442,870,153,140,0.9054979957619532,0.4999997264626589,0.9874260355029586,0.9897959183673469,0.9886877828054299,0.9873563218390805
94,1407,255,30,141,563,906,165,76,1407,141,563,906,138,122,0.9050661460170323,0.4999997474299737,1,1,1,1
97,1465,281,26,195,536,949,68,44,2082,277,762,1349,115,121,0.9041723296466183,0.4999998846524023,0.7036503362151777,0.703971119133574,0.7034120734908137,0.7034840622683469
88,1432,263,24,174,493,1039,85,46,1432,174,493,1039,103,133,0.9035384372123693,0.4999997561717799,1,1,1,1
96,1503,304,37,178,587,1158,86,32,1503,178,587,1158,116,171,0.9042189511918559,0.4999997786640071,1,1,1,1
66,1320,175,68,20,497,805,212,168,1389,21,523,847,353,151,0.9076585393465888,0.49999974084146703,0.9503239740820735,0.9523809523809523,0.9502868068833652,0.9504132231404959
79,1645,284,66,71,496,372,91,91,1753,76,529,396,188,150,0.9062265089880364,0.49999983729302455,0.9383913291500285,0.9342105263157895,0.9376181474480151,0.9393939393939394
66,1580,288,73,70,533,555,73,65,1662,74,561,584,197,164,0.9063701225782752,0.49999981898775053,0.950661853188929,0.9459459459459459,0.9500891265597148,0.9503424657534246
45,1528,255,53,96,588,637,50,40,1607,101,619,670,209,151,0.9065414596712038,0.49999980638533426,0.9508400746733043,0.9504950495049505,0.9499192245557351,0.9507462686567164
77,1352,244,38,83,606,689,39,46,1441,88,646,734,162,135,0.9057169423371344,0.4999997592080062,0.9382373351839001,0.9431818181818182,0.9380804953560371,0.9386920980926431
94,1397,235,47,76,559,635,46,35,1470,80,588,668,180,149,0.9060861645194422,0.49999976861492895,0.9503401360544218,0.95,0.9506802721088435,0.9505988023952096
87,1397,231,40,68,536,595,27,33,1499,73,575,638,153,132,0.9054979957619532,0.4999997774811849,0.9319546364242829,0.9315068493150684,0.9321739130434783,0.932601880877743
57,1377,205,52,55,492,667,32,33,1449,58,518,702,155,160,0.9055489589222269,0.4999997618595152,0.9503105590062112,0.9482758620689655,0.9498069498069498,0.9501424501424501
94,1375,217,35,129,627,843,39,25,1446,136,660,887,113,181,0.9040764853957337,0.49999976087035536,0.9508990318118948,0.9485294117647058,0.95,0.9503945885005637
86,1359,207,32,146,469,940,97,34,1359,146,469,940,99,157,0.9032911680755579,0.49999972927329916,1,1,1,1
84,1213,203,31,105,533,984,82,43,1276,110,561,1035,105,158,0.9036546632818494,0.49999969290789203,0.950626959247649,0.9545454545454546,0.9500891265597148,0.9507246376811594
98,1442,232,25,149,563,951,91,51,1451,150,566,957,107,190,0.9037663315081383,0.4999997625155493,0.9937973811164714,0.9933333333333333,0.9946996466431095,0.9937304075235109
104,1427,263,24,184,619,863,101,50,1454,187,631,879,127,164,0.9046810651376977,0.4999997634945292,0.9814305364511692,0.983957219251337,0.9809825673534073,0.981797497155859
94,1478,259,27,179,634,796,49,38,1478,179,634,796,101,140,0.9034173732376599,0.4999997711129951,1,1,1,1
67,1437,219,20,211,524,939,69,45,1437,211,524,939,109,174,0.903873700904011,0.49999975786561446,1,1,1,1
85,1470,287,24,157,655,930,73,54,1470,157,655,930,100,171,0.9033549332319981,0.49999976861492895,1,1,1,1
91,1514,268,29,201,634,947,100,19,2190,291,917,1370,82,149,0.9019556117246094,0.4999998957486291,0.691324200913242,0.6907216494845361,0.6913849509269356,0.6912408759124088
88,1557,299,29,257,645,915,76,40,1557,257,645,915,97,173,0.9031594927796015,0.4999997937505595,1,1,1,1
63,1367,264,24,137,517,995,134,53,1375,138,520,1001,126,138,0.9046425512590116,0.49999973553719007,0.9941818181818182,0.9927536231884058,0.9942307692307693,0.994005994005994
67,1353,311,27,165,452,993,110,48,1353,165,452,993,91,173,0.9027279111413306,0.4999997268668514,1,1,1,1
79,1344,206,72,43,448,626,196,150,1432,46,477,667,247,119,0.9069694206674218,0.4999997561717799,0.9385474860335196,0.9347826086956522,0.939203354297694,0.9385307346326837
47,1468,211,83,8,273,559,494,76,2477,14,461,943,1053,104,0.9086604458148908,0.4999999185074343,0.5926524020993137,0.5714285714285714,0.5921908893709328,0.5927889713679746
59,1169,153,63,10,469,746,333,76,1446,12,580,923,648,104,0.9083566069263989,0.49999976087035536,0.8084370677731674,0.8333333333333334,0.8086206896551724,0.8082340195016251
67,1263,192,83,22,352,566,385,76,1493,26,416,669,545,79,0.9082025855681872,0.4999997756890943,0.8459477561955794,0.8461538461538461,0.8461538461538461,0.8460388639760837
71,1325,162,76,10,596,724,481,18,6313,48,2840,3450,519,104,0.9081535128206392,0.4999999874541981,0.20988436559480436,0.20833333333333334,0.20985915492957746,0.2098550724637681
51,1479,176,122,33,550,529,250,168,1630,36,606,583,644,101,0.9083515883999176,0.4999998118107569,0.907361963190184,0.9166666666666666,0.9075907590759076,0.9073756432246999
75,1596,204,107,34,669,403,290,76,1989,42,834,502,479,119,0.908067054575195,0.4999998736135725,0.8024132730015083,0.8095238095238095,0.802158273381295,0.8027888446215139
112,1974,303,82,24,545,319,500,193,2460,30,679,398,345,96,0.9076219614697386,0.49999991737722255,0.802439024390244,0.8,0.8026509572901326,0.8015075376884422
104,1722,167,84,13,564,344,272,76,1872,14,613,374,354,127,0.9076629895838391,0.49999985732157204,0.9198717948717948,0.9285714285714286,0.9200652528548124,0.9197860962566845
107,1568,261,133,56,308,659,166,150,1841,66,362,774,276,101,0.9072132907253859,0.49999985247608564,0.8517110266159695,0.8484848484848485,0.850828729281768,0.851421188630491
64,1331,167,52,20,332,649,136,158,1447,22,361,800,292,112,0.9073261469504651,0.499999761200759,0.9198341395991707,0.9090909090909091,0.9196675900277008,0.81125
112,1496,287,90,31,602,565,197,76,1594,33,642,896,284,94,0.9072713878042168,0.4999998032143751,0.9385194479297365,0.9393939393939394,0.9376947040498442,0.6305803571428571
96,1273,204,69,19,522,417,141,56,1637,24,671,536,195,114,0.9063394108319476,0.4999998134167535,0.7776420281001832,0.7916666666666666,0.7779433681073026,0.7779850746268657
78,1405,214,58,39,557,486,128,58,1661,46,659,575,169,140,0.9058703450481898,0.49999981876972915,0.8458759783263095,0.8478260869565217,0.8452200303490136,0.8452173913043478
60,1436,275,66,40,412,542,105,68,1520,42,436,574,182,147,0.9061224655848902,0.4999997835872576,0.9447368421052632,0.9523809523809523,0.944954128440367,0.9442508710801394
45,1400,266,60,56,493,567,48,48,1473,59,519,596,243,174,0.9069309754239071,0.49999976955647457,0.9504412763068567,0.9491525423728814,0.9499036608863198,0.9513422818791947
81,1561,306,75,54,650,570,124,50,1664,58,693,608,201,150,0.906429622463641,0.4999998194226146,0.9381009615384616,0.9310344827586207,0.937950937950938,0.9375
86,1647,317,84,153,621,628,58,52,1733,161,653,661,182,164,0.9061224655848902,0.4999998335158555,0.9503750721292556,0.9503105590062112,0.9509954058192955,0.9500756429652042
101,1578,286,38,138,878,536,45,26,1660,145,924,564,126,218,0.9046425512590116,0.4999998185513137,0.9506024096385542,0.9517241379310345,0.9502164502164502,0.950354609929078
92,1502,245,34,134,795,625,21,22,1580,141,836,657,145,194,0.9052793512697525,0.4999997997115847,0.950632911392405,0.950354609929078,0.9509569377990431,0.9512937595129376
89,1466,270,39,107,525,636,35,48,1552,113,556,673,156,183,0.9055739261915361,0.499999792419492,0.9445876288659794,0.9469026548672567,0.9442446043165468,0.9450222882615156
79,1404,261,29,131,659,852,72,26,1477,138,693,896,137,176,0.9050338186328274,0.49999977080295516,0.950575490859851,0.9492753623188406,0.950937950937951,0.9508928571428571
72,1318,228,44,145,542,1020,35,24,1318,145,542,1020,153,153,0.9054979957619532,0.49999971216792816,1,1,1,1
89,1472,235,30,147,581,799,114,45,1472,147,581,799,127,162,0.9046810651376977,0.4999997692432656,1,1,1,1
81,1615,292,31,162,562,816,66,27,1615,162,562,816,145,161,0.9052793512697525,0.49999980829874724,1,1,1,1
88,1502,298,31,106,598,795,53,52,1502,106,598,795,123,154,0.9045230605819398,0.4999997783691873,1,1,1,1
73,1343,259,21,84,591,865,44,48,1343,84,591,865,139,170,0.9050979851781847,0.49999972278420024,1,1,1,1
80,1451,319,29,114,508,871,73,38,1451,114,508,871,122,155,0.9044818582246311,0.4999997625155493,1,1,1,1
93,1560,348,33,177,545,944,80,28,1560,177,545,944,104,140,0.9035971369638471,0.49999979454306376,1,1,1,1
86,1379,250,48,28,190,1170,433,76,2050,42,282,1739,941,83,0.9086037635528198,0.4999998810232005,0.6726829268292683,0.6666666666666666,0.6737588652482269,0.6728004600345026
75,1437,218,80,38,504,697,265,78,1532,41,537,743,304,110,0.9074026217157498,0.49999978696425773,0.9379895561357703,0.926829268292683,0.9385474860335196,0.9380888290713324
88,1556,306,98,23,211,527,341,193,3037,45,412,1029,796,94,0.9085053065663328,0.4999999457898735,0.5123477115574581,0.5111111111111111,0.5121359223300971,0.5121477162293488
93,1604,238,101,57,314,668,270,193,2341,83,458,975,676,104,0.9083899931305289,0.49999990876380246,0.6851772746689448,0.6867469879518072,0.6855895196506551,0.6851282051282052
53,1426,169,132,25,224,685,212,117,2382,42,374,1144,894,94,0.9085755190239883,0.4999999118775648,0.5986565910999161,0.5952380952380952,0.5989304812834224,0.5987762237762237
53,1316,229,57,8,73,423,140,134,2600,16,144,836,800,83,0.9085085265738038,0.499999926035503,0.5061538461538462,0.5,0.5069444444444444,0.5059808612440191
56,1832,196,223,39,145,140,101,98,10234,218,810,782,1246,218,0.9087331938301668,0.49999999522603555,0.17901113933945673,0.17889908256880735,0.17901234567901234,0.17902813299232737
129,1689,316,75,8,201,419,494,117,3257,15,388,808,635,79,0.908340053849018,0.4999999528659794,0.5185753761129874,0.5333333333333333,0.5180412371134021,0.5185643564356436
106,1720,403,104,29,274,505,494,168,3317,56,528,974,725,104,0.9084419228228797,0.49999995455573737,0.5185408501658125,0.5178571428571429,0.5189393939393939,0.5184804928131417
98,1653,458,101,21,213,660,367,78,2733,35,352,1091,898,83,0.9085780437573499,0.49999993305922424,0.6048298572996706,0.6,0.6051136363636364,0.6049495875343721
72,1664,232,119,47,528,389,324,168,2042,58,648,477,484,135,0.9080786832572194,0.49999988008913693,0.8148873653281097,0.8103448275862069,0.8148148148148148,0.8155136268343816
82,1563,189,90,30,444,374,270,168,1711,33,486,409,468,125,0.9080405522303062,0.4999998292070322,0.9135008766803039,0.9090909090909091,0.9135802469135802,0.9144254278728606
114,1305,173,51,14,464,805,250,193,1391,15,495,760,225,117,0.9067401585488779,0.49999974158617505,0.9381739755571531,0.9333333333333333,0.9373737373737374,1.0592105263157894
97,1404,229,106,57,615,649,225,117,1477,60,647,683,274,120,0.9071982094673894,0.49999977080295516,0.950575490859851,0.95,0.9505409582689336,0.9502196193265008
98,1510,265,97,46,605,664,177,134,1631,50,653,717,269,135,0.9071594753817649,0.4999998120414516,0.9258123850398529,0.92,0.9264931087289433,0.9260808926080892
87,1358,192,67,24,345,415,174,150,1571,28,399,480,215,101,0.9066196117098342,0.4999997974101727,0.864417568427753,0.8571428571428571,0.8646616541353384,0.8645833333333334
87,1595,256,55,95,479,510,190,150,1678,100,504,536,219,151,0.906669217752115,0.49999982242325486,0.9505363528009535,0.95,0.9503968253968254,0.9514925373134329
86,1502,219,62,70,497,552,145,158,1590,74,526,584,231,162,0.9068072349355135,0.4999998022230133,0.9446540880503145,0.9459459459459459,0.9448669201520913,0.9452054794520548
95,1529,258,75,69,556,507,52,48,1630,74,593,540,144,161,0.9052502251143105,0.4999998118107569,0.938036809815951,0.9324324324324325,0.9376053962900506,0.9388888888888889
88,1480,277,65,96,550,582,64,40,1557,101,579,612,196,133,0.9063548489686623,0.4999997937505595,0.9505459216441875,0.9504950495049505,0.9499136442141624,0.9509803921568627
72,1431,236,43,79,535,639,66,48,1505,83,563,672,178,178,0.9060490064332924,0.49999977925188466,0.9508305647840531,0.9518072289156626,0.9502664298401421,0.9508928571428571
103,1541,241,55,60,583,486,73,36,1621,63,613,511,125,130,0.9046033900893089,0.4999998097152541,0.9506477483035164,0.9523809523809523,0.9510603588907015,0.9510763209393346
73,1444,243,50,75,495,608,23,48,1519,79,521,640,158,167,0.9056228657270091,0.4999997833022228,0.9506254114549045,0.9493670886075949,0.9500959692898272,0.95
67,1475,237,46,92,466,608,41,42,1552,97,490,640,181,160,0.9061044203452289,0.499999792419492,0.9503865979381443,0.9484536082474226,0.9510204081632653,0.95
68,1374,237,50,170,507,812,49,42,1455,180,537,860,210,179,0.9065548107459308,0.4999997638195109,0.9443298969072165,0.9444444444444444,0.9441340782122905,0.9441860465116279
63,1348,212,53,149,469,816,58,40,1418,157,493,858,150,148,0.9054188730944335,0.49999975133335056,0.9506346967559943,0.9490445859872612,0.9513184584178499,0.951048951048951
65,1380,235,33,155,485,1040,29,26,1452,163,510,1094,144,147,0.9052502251143105,0.4999997628425502,0.9504132231404959,0.950920245398773,0.9509803921568627,0.9506398537477148
92,1400,215,40,142,559,928,30,32,1400,142,559,928,136,149,0.9050009918928839,0.4999997448979592,1,1,1,1
81,1489,271,37,111,534,796,64,45,1489,111,534,796,153,147,0.9054979957619532,0.49999977448231286,1,1,1,1
79,1461,224,48,72,562,746,110,58,1461,72,562,746,144,154,0.9052502251143105,0.49999976575540833,1,1,1,1
70,1455,271,37,156,522,1075,99,76,2086,224,748,1541,116,158,0.9042189511918559,0.49999988509434673,0.6975071907957814,0.6964285714285714,0.6978609625668449,0.6975989617131733
76,1388,267,19,175,523,1090,108,50,1388,175,523,1090,104,147,0.9035971369638471,0.49999974046790524,1,1,1,1
65,1426,272,23,183,632,1120,93,37,1426,183,632,1120,100,139,0.9033549332319981,0.49999975411561287,1,1,1,1
88,1409,268,32,194,577,1077,67,36,1409,194,577,1077,109,113,0.903873700904011,0.49999974814648407,1,1,1,1
89,1550,236,112,37,582,485,326,76,1833,44,688,574,582,79,0.9082645058118713,0.49999985118556,0.845608292416803,0.8409090909090909,0.8459302325581395,0.8449477351916377
83,1214,167,70,26,424,586,166,98,1294,28,452,625,272,111,0.9071828952517034,0.49999970139199107,0.9381761978361669,0.9285714285714286,0.9380530973451328,0.9376
98,1335,171,107,26,613,605,245,193,1404,27,645,636,234,100,0.906839419872135,0.4999997463494614,0.9508547008547008,0.9629629629629629,0.9503875968992248,0.9512578616352201
79,1556,279,45,79,618,432,49,30,1658,84,659,460,155,142,0.9055489589222269,0.4999998181132965,0.9384800965018094,0.9404761904761905,0.9377845220030349,0.9391304347826087
86,1364,203,48,35,590,611,182,92,1435,37,621,643,175,176,0.9059915959240611,0.49999975719020506,0.9505226480836237,0.9459459459459459,0.9500805152979066,0.9502332814930016
63,1439,181,49,98,580,595,20,23,1514,103,610,626,142,190,0.9051906798317156,0.4999997818685662,0.9504623513870541,0.9514563106796117,0.9508196721311475,0.950479233226837
85,1406,209,40,84,569,548,64,40,1479,88,599,576,129,166,0.9047562132058619,0.49999977142240637,0.9506423258958756,0.9545454545454546,0.9499165275459098,0.9513888888888888
99,1394,231,48,102,610,667,119,56,1466,107,642,702,137,148,0.9050338186328274,0.49999976735053203,0.9508867667121419,0.9532710280373832,0.9501557632398754,0.9501424501424501
94,1379,208,40,114,571,896,64,28,1379,114,571,896,130,163,0.9047928772621397,0.4999997370691944,1,1,1,1
92,1271,179,29,114,538,1042,105,55,1337,120,566,1096,142,143,0.9051906798317156,0.4999997202905175,0.9506357516828721,0.95,0.950530035335689,0.9507299270072993
64,1419,210,46,73,474,744,121,53,1428,73,477,749,131,156,0.9048289537991392,0.4999997548038823,0.9936974789915967,1,0.9937106918238994,0.9933244325767691
87,1523,266,52,136,533,866,136,58,1523,136,533,866,154,173,0.9055236510799471,0.499999784438996,1,1,1,1
74,1360,225,38,172,523,883,109,49,1360,172,523,883,122,160,0.9044818582246311,0.49999972967128026,1,1,1,1
72,1335,197,34,121,487,940,115,54,1335,121,487,940,117,142,0.9042647362991719,0.4999997194518088,1,1,1,1
75,1573,300,37,163,502,815,111,50,1583,164,505,820,137,149,0.9050338186328274,0.49999980047001286,0.9936828806064435,0.9939024390243902,0.994059405940594,0.9939024390243902
86,1445,303,19,220,519,916,77,29,1445,220,519,916,93,154,0.9028782707662768,0.4999997605392656,1,1,1,1
70,1298,133,95,16,394,486,167,168,1374,17,417,485,240,125,0.9069012578432527,0.49999973515209684,0.9446870451237264,0.9411764705882353,0.9448441247002398,1.002061855670103
77,1166,136,81,15,391,786,206,193,1227,16,411,1020,268,76,0.9071515463779833,0.4999996678908211,0.9502852485737572,0.9375,0.9513381995133819,0.7705882352941177
68,1418,180,102,29,485,613,239,117,1501,31,514,649,266,110,0.9071355005195342,0.49999977807377805,0.9447035309793471,0.9354838709677419,0.943579766536965,0.9445300462249615
96,1584,249,100,47,462,386,101,110,1666,49,486,406,212,151,0.9065811162981795,0.4999998198559136,0.9507803121248499,0.9591836734693877,0.9506172839506173,0.9507389162561576
65,1497,278,37,90,451,588,33,22,1575,95,474,619,143,158,0.90522067108304,0.49999979843789366,0.9504761904761905,0.9473684210526315,0.9514767932489452,0.9499192245557351
86,1333,225,44,122,474,960,92,58,1333,122,474,960,135,127,0.9049676543262872,0.49999971860932224,1,1,1,1
92,1383,220,38,130,457,974,90,36,1383,130,457,974,130,137,0.9047928772621397,0.4999997385879252,1,1,1,1
89,1544,268,61,183,538,1003,82,40,1544,183,538,1003,117,142,0.9042647362991719,0.49999979026282587,1,1,1,1
102,1498,253,45,191,547,984,115,52,1498,191,547,984,151,173,0.9054456141502872,0.4999997771839979,1,1,1,1
99,1458,285,36,96,563,830,87,56,2187,144,845,1245,120,149,0.9043972888920141,0.49999989546242096,0.6666666666666666,0.6666666666666666,0.6662721893491125,0.6666666666666666
61,1375,228,34,82,470,817,131,69,1375,82,470,817,128,158,0.9047189473957922,0.49999973553719007,1,1,1,1
90,1394,251,34,115,580,861,160,70,1403,116,584,866,122,143,0.9044818582246311,0.4999997459877495,0.9935851746258019,0.9913793103448276,0.9931506849315068,0.9942263279445728
73,1457,261,28,137,485,1025,142,59,1457,137,485,1025,120,133,0.9043972888920141,0.499999764467468,1,1,1,1
77,1441,298,28,138,608,1107,95,42,1441,138,608,1107,122,142,0.9044818582246311,0.4999997592080062,1,1,1,1
95,1527,310,37,208,566,1118,163,54,1518,207,563,1111,104,136,0.9035971369638471,0.4999997830166244,1.0059288537549407,1.0048309178743962,1.0053285968028418,1.0063006300630064
66,1464,304,22,176,468,1172,103,54,1464,176,468,1172,138,136,0.9050661460170323,0.49999976671444357,1,1,1,1
69,1349,239,21,182,524,1326,80,34,1349,182,524,1326,141,152,0.905160241744304,0.49999972524468334,1,1,1,1
76,1380,287,28,194,599,1335,77,25,1380,194,599,1335,113,123,0.9040764853957337,0.4999997374501155,1,1,1,1
70,1358,170,94,45,693,624,266,70,2200,73,1123,1011,630,86,0.9083334961685186,0.49999989669421485,0.6172727272727273,0.6164383561643836,0.6170970614425646,0.6172106824925816
92,1438,241,97,29,329,766,191,150,1543,31,353,822,274,92,0.9071982094673894,0.4999997899908814,0.931950745301361,0.9354838709677419,0.9320113314447592,0.9318734793187348
94,1605,254,77,13,349,363,215,168,1699,14,370,601,230,118,0.9067963106443999,0.499999826785898,0.9446733372572101,0.9285714285714286,0.9432432432432433,0.6039933444259568
93,1288,229,67,14,578,627,221,168,1355,15,608,660,255,143,0.907042516877073,0.49999972767255346,0.9505535055350554,0.9333333333333333,0.9506578947368421,0.95
87,1688,319,79,62,670,407,84,82,1787,66,709,431,240,151,0.9069012578432527,0.4999998434255484,0.9445998880805819,0.9393939393939394,0.9449929478138223,0.9443155452436195
74,1697,300,61,55,547,399,95,81,1785,58,575,420,223,154,0.9067169569161191,0.4999998430744847,0.9507002801120448,0.9482758620689655,0.951304347826087,0.95
87,1577,320,80,108,600,580,82,54,1659,114,631,610,165,161,0.9057843599898309,0.4999998183325031,0.9505726341169379,0.9473684210526315,0.9508716323296355,0.9508196721311475
94,1496,302,64,106,546,628,56,38,1574,112,574,661,156,173,0.9055739261915361,0.4999997981816978,0.9504447268106735,0.9464285714285714,0.9512195121951219,0.9500756429652042
98,1416,219,37,147,637,665,55,37,1490,155,670,700,141,159,0.905160241744304,0.4999997747849196,0.9503355704697987,0.9483870967741935,0.9507462686567164,0.95
97,1500,211,31,168,641,718,35,31,1578,177,674,755,133,207,0.9048993990604778,0.499999799203561,0.9505703422053232,0.9491525423728814,0.9510385756676558,0.9509933774834437
80,1381,211,28,148,626,832,42,50,1462,157,663,881,156,163,0.9055739261915361,0.4999997660757428,0.9445964432284542,0.9426751592356688,0.9441930618401206,0.9443813847900113
82,1419,222,33,170,523,867,53,52,1502,180,554,918,161,181,0.9056938832446803,0.4999997783691873,0.9447403462050599,0.9444444444444444,0.944043321299639,0.9444444444444444
76,1358,197,23,183,503,909,25,36,1358,183,503,909,133,168,0.9048993990604778,0.4999997288744385,1,1,1,1
75,1267,194,19,95,436,791,51,55,1316,99,453,821,115,163,0.9041723296466183,0.49999971129239384,0.9627659574468085,0.9595959595959596,0.9624724061810155,0.9634591961023142
77,1395,201,19,131,432,756,79,68,1395,131,432,756,143,157,0.90522067108304,0.4999997430659935,1,1,1,1
70,1426,227,46,108,497,711,65,64,1453,110,506,724,123,145,0.9045230605819398,0.49999976316887623,0.981417756366139,0.9818181818181818,0.9822134387351779,0.9820441988950276
90,1639,310,30,221,685,1057,113,34,1639,221,685,1057,72,149,0.9008582227626958,0.4999998138718344,1,1,1,1
80,1565,345,29,184,606,1009,94,55,1565,184,606,1009,106,152,0.9037110504674845,0.4999997958537905,1,1,1,1
93,1522,337,30,207,503,1093,62,36,1522,207,503,1093,106,156,0.9037110504674845,0.4999997841556428,1,1,1,1
69,1711,265,117,34,634,430,224,168,2132,42,790,536,663,79,0.9083748606003188,0.4999998899992608,0.8025328330206379,0.8095238095238095,0.8025316455696202,0.8022388059701493
70,1464,201,112,42,595,715,357,193,1719,49,698,839,573,107,0.9082502164792571,0.49999983079302907,0.8516579406631762,0.8571428571428571,0.8524355300859598,0.8522050059594756
61,1321,157,72,15,387,686,433,168,1621,18,475,842,589,94,0.9082753029433475,0.4999998097152541,0.8149290561381863,0.8333333333333334,0.8147368421052632,0.8147268408551069
