Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Base_CS,Pitch_H,Pitch_HR,Pitch_BB,Pitch_SO,Field_E,Field_DP,Ratio_Bat_H_Pitch_H,Ratio_Bat_HR_Pitch_HR,Ratio_Bat_BB_Pitch_BB,Ratio_Bat_SO_Pitch_SO
75,0.8331942624000543,68.05068249867195,26,172,590,926,125,44,0.4999997470705714,172,590,926,1.095821719130626,2142.7790185512185,1.66638936775793,1,1,1
75,0.8332001929738662,68.23981533540226,31,124,469,819,86,52,0.4999997647904471,124,469,819,1.0976693213356585,2424.537785189707,1.6664011698546806,1,1,1
91,0.8331961380318806,58.48790900519817,37,145,429,1011,89,40,0.49999975273035147,145,429,1011,1.092842169791694,2380.3442268782874,1.6663931001606336,1,1,1
80,0.8331990888401224,64.2200789515851,27,147,566,1000,69,43,0.4999997615304783,147,566,1000,1.0981021606925805,2673.001444318721,1.6663989724509767,1,1,1
72,0.833181388148552,57.27275551668686,20,88,416,882,160,101,0.4999997068542174,88,416,882,1.0975790742530638,2358.3619176075786,1.6663637532721172,1,1,1
71,0.8331934269607572,68.42872837740889,24,114,564,930,169,100,0.49999974453313684,114,564,930,1.0961661644586846,2121.648831115318,1.666387705335194,1,1,1
87,0.8332099055279442,72.71548383434198,28,208,630,993,65,44,0.49999983389945934,232,704,1109,1.0944008894125261,1581.5251426390637,1.6664203646425353,0.896551724137931,0.8948863636363636,0.8954012623985572
70,0.8332125239938014,68.23981533540226,24,193,530,980,53,39,0.4999998024715549,194,533,986,1.0971079285340344,2037.9160497943205,1.66642570632056,0.9948453608247423,0.9943714821763602,0.9939148073022313
85,0.8332076756533812,78.50932464157474,27,147,510,1028,93,45,0.4999997864069375,147,510,1028,1.0944008894125261,1814.2410920414097,1.666416063176583,1,1,1
70,0.8331940246381118,66.33840928907506,22,158,511,1022,71,45,0.4999997463494614,158,511,1022,1.0944008894125261,2017.180840286893,1.6663888946371048,1,1,1
82,0.8332118789815867,77.61615406593138,34,236,608,1024,93,52,0.4999997981816978,236,608,1024,1.0975790742530638,2627.1521637838605,1.666424430593072,1,1,1
75,0.8331989775032027,71.42231586536312,26,158,494,1001,116,52,0.499999761200759,158,494,1001,1.0939634856794,1735.3416130412877,1.6663987508759193,1,1,1
99,0.8332145108766913,81.8652760734122,32,152,462,805,117,51,0.4999998054178671,152,462,805,1.0911497494539961,1914.7028914711339,1.6664296702682617,1,1,1
92,0.8332145108766913,70.8650853331084,37,162,450,942,143,46,0.4999998054178671,162,450,942,1.0917496007883927,1433.1232127357482,1.6664296702682617,1,1,1
95,0.8332066829675532,71.97772567351775,30,147,447,848,161,57,0.4999997835872576,147,447,848,1.0911497494539961,1677.0340260114745,1.6664140872015916,1,1,1
65,0.8331876997961022,63.83178832955608,46,159,489,1239,73,38,0.4999997268668514,159,489,1239,1.0935011867504323,1414.9602806204996,1.666376309877421,1,1,1
100,0.8332111340539969,73.99905646737355,46,216,588,1045,137,39,0.49999979611443035,216,588,1045,1.0941119501873424,1488.1310995156769,1.6664229476271777,1,1,1
85,0.8332010643578668,72.71548383434198,44,179,535,975,97,44,0.49999976735053203,179,535,975,1.0945415085844257,1657.764561871244,1.6664029040912316,1,1,1
92,0.8332040334785938,73.08318450118217,35,208,587,1052,71,38,0.49999977598927614,208,587,1052,1.0905092652707788,1854.1821526039919,1.6664088135440769,1,1,1
98,0.8332016036806776,72.89943161515934,41,165,643,1016,92,46,0.49999976892941767,165,643,1016,1.0915539197787536,1255.441983633444,1.6664039774752302,1,1,1
51,0.8331936665948345,75.0918531671311,38,135,441,1022,53,32,0.4999997452620006,135,441,1022,1.0980179602975175,1774.6269758786043,1.6663881821744526,1,1,1
77,0.8331957898941458,74.36407165240409,27,191,606,1094,67,26,0.49999975168370864,191,606,1094,1.0924927082895177,2079.6244519084835,1.6663924073730567,1,1,1
38,0.8332281191192826,60.29112391745215,96,19,74,99,69,76,0.499999978926642,52,203,272,1.109300131359346,806.7072341291348,1.666456308474226,0.36538461538461536,0.3645320197044335,0.3639705882352941
90,0.8332204516116246,61.28319618394581,56,21,134,227,99,51,0.4999999666497336,49,310,525,1.1088472364257924,942.8161005969552,1.6664410143757526,0.42857142857142855,0.432258064516129,0.43238095238095237
113,0.8332358198682872,65.9553893592298,100,11,176,327,92,95,0.49999998079922015,30,475,883,1.1083386060466298,942.8161005969552,1.666471703731687,0.36666666666666664,0.3705263157894737,0.37032842582106457
104,0.8332228336136254,69.74505682330813,98,39,174,428,134,71,0.49999995363783506,75,336,825,1.1076773515131253,1186.8619719111398,1.6664458217473228,0.52,0.5178571428571429,0.5187878787878788
77,0.833204859454979,68.23981533540226,79,39,203,426,63,47,0.4999999404237705,75,392,822,1.1080937660629435,1054.0857201285273,1.6664099174667975,0.52,0.5178571428571429,0.5182481751824818
87,0.8332130718816748,60.887180039215146,96,29,258,471,290,201,0.4999999466366181,56,498,908,1.1074284949832203,572.0304196864017,1.666426321615638,0.5178571428571429,0.5180722891566265,0.5187224669603524
67,0.8331837280465716,58.48790900519817,77,32,275,755,226,78,0.49999986351461867,46,398,1092,1.1078168333842713,1005.8296608336796,1.6663679109628626,0.6956521739130435,0.6909547738693468,0.6913919413919414
78,0.833204859454979,58.68940589386596,82,33,346,744,216,123,0.4999998844304734,46,479,1030,1.1078168333842713,720.4528931827082,1.6664101040824117,0.717391304347826,0.7223382045929019,0.7223300970873786
82,0.8332210157848011,66.33840928907506,126,71,455,525,499,201,0.49999990114671783,95,609,703,1.1080510645661217,989.9332452881962,1.666442361036196,0.7473684210526316,0.7471264367816092,0.7467994310099573
105,0.8332127071307378,66.33840928907506,68,53,596,570,419,201,0.4999998753741579,67,754,721,1.1071382263258485,720.4528931827082,1.6664258296209202,0.7910447761194029,0.7904509283819628,0.7905686546463245
102,0.8332029872239206,59.2921695495034,94,63,625,632,339,163,0.499999835231684,74,734,742,1.1062712474337844,777.5504747982413,1.6664065235898344,0.8513513513513513,0.8514986376021798,0.8517520215633423
108,0.8332229891375017,61.67814344323421,63,82,705,367,305,201,0.4999998909221247,103,885,461,1.1064979976436455,1220.9714992427284,1.6664463418198558,0.7961165048543689,0.7966101694915254,0.7960954446854663
88,0.8332220499286701,65.57143408238036,70,67,618,292,246,97,0.49999988597064976,83,764,361,1.1065626317527393,1506.6391894896374,1.6664444799045026,0.8072289156626506,0.8089005235602095,0.8088642659279779
92,0.8332264585176744,60.09189022663912,92,45,512,339,298,201,0.4999998933270752,56,633,419,1.1066076415306088,1021.820792671153,1.6664532725662382,0.8035714285714286,0.8088467614533965,0.8090692124105012
77,0.833218309871332,55.01640773520453,80,56,464,326,214,168,0.49999986618453846,66,545,383,1.104894222550766,1005.8296608336796,1.6664370657327543,0.8484848484848485,0.8513761467889909,0.8511749347258486
86,0.8331927035154839,50.16771644788921,46,17,471,569,223,97,0.4999998156756097,20,557,673,1.104117303077274,1086.7251075591187,1.6663860213421426,0.85,0.8456014362657092,0.8454680534918276
68,0.8331865287443391,58.28612128504561,55,29,467,503,187,79,0.499999799203561,34,548,666,1.1061867488297332,1054.0857201285273,1.6663737266924987,0.8529411764705882,0.8521897810218978,0.7552552552552553
58,0.8331789802699656,48.87078984071817,53,25,335,486,151,142,0.4999997316480833,26,355,612,1.1055230291597822,927.3023815672465,1.6663588548811163,0.9615384615384616,0.9436619718309859,0.7941176470588235
54,0.8331776770019873,47.55936874998287,55,18,318,400,139,76,0.4999997240185548,19,335,782,1.1050484329645454,896.5653280030568,1.6663562737708,0.9473684210526315,0.9492537313432836,0.5115089514066496
53,0.8331644676746528,45.339445911401036,46,17,382,469,100,34,0.49999969624971674,18,410,416,1.105578632073417,1136.3801035159515,1.6663299476456928,0.9444444444444444,0.9317073170731708,1.1274038461538463
63,0.8331857384106598,47.33933911724724,67,24,452,613,129,70,0.4999997670328134,26,495,674,1.1039791148270777,1696.386847977648,1.666372253241431,0.9230769230769231,0.9131313131313131,0.9094955489614244
66,0.8331794102559735,44.89005846356392,45,18,436,631,141,95,0.49999972927329916,19,459,609,1.1037856291369972,911.8853221292474,1.6663597227680873,0.9473684210526315,0.9498910675381264,1.0361247947454844
48,0.8331629300764055,41.921704579719275,46,16,424,548,143,98,0.4999996835541176,17,449,712,1.10555097734662,1103.184332544732,1.6663269147573927,0.9411764705882353,0.9443207126948775,0.7696629213483146
47,0.8332066829675532,69.93225039696576,58,40,594,619,181,146,0.4999998120414516,43,637,664,1.1057126640777533,1290.270922552485,1.6664139923686163,0.9302325581395349,0.9324960753532182,0.9322289156626506
55,0.8332097145125232,64.80067738054012,72,37,481,731,145,67,0.49999981455134035,39,509,774,1.104786725295728,1638.578696653547,1.6664200470957748,0.9487179487179487,0.9449901768172888,0.9444444444444444
74,0.8331952060524356,57.88166601859826,64,34,524,687,190,76,0.4999997827304611,36,562,737,1.1044187921400368,806.7072341291348,1.6663911362169388,0.9444444444444444,0.9323843416370107,0.932157394843962
76,0.8331879577067142,52.50995550717077,79,23,452,622,164,87,0.49999975719020506,24,479,659,1.1030111305029744,1488.1310995156769,1.6663767246386099,0.9583333333333334,0.9436325678496869,0.9438543247344461
69,0.8331839989888129,43.98561986514369,77,17,457,572,108,66,0.49999983313092117,22,597,747,1.1031023125005655,1255.441983633444,1.666368554108397,0.7727272727272727,0.7654941373534339,0.7657295850066934
66,0.8331989775032027,52.50995550717077,92,25,410,520,94,104,0.4999997897184077,27,437,554,1.1035275825251445,1562.6761339022223,1.666398655832331,0.9259259259259259,0.9382151029748284,0.9386281588447654
57,0.8332077741376169,61.67814344323421,61,34,451,425,60,84,0.4999998073456039,36,474,447,1.103161906767453,2206.6392439014617,1.6664161903600434,0.9444444444444444,0.9514767932489452,0.9507829977628636
74,0.8332193075430981,71.42231586536312,74,43,429,402,82,76,0.49999983803302117,46,454,426,1.1029177288196117,1975.9494203405225,1.6664391549024269,0.9347826086956522,0.9449339207048458,0.9436619718309859
70,0.8332085569451778,61.48080264387766,66,17,454,371,86,58,0.4999998140987507,18,484,395,1.1025201883670581,2100.5972435230146,1.6664177334686325,0.9444444444444444,0.9380165289256198,0.9392405063291139
63,0.8332120639139727,62.26858720696751,64,39,364,382,105,62,0.4999998181132965,41,383,402,1.1031913543321041,1638.578696653547,1.6664247340289484,0.9512195121951219,0.9503916449086162,0.9502487562189055
74,0.8332125239938014,68.42872837740889,82,69,349,418,73,69,0.4999998192053787,73,367,440,1.101085749540152,2446.7486838947625,1.6664256505491917,0.9452054794520548,0.9509536784741145,0.95
67,0.8331979678024953,63.24748770003869,62,36,387,452,48,36,0.499999781580128,38,407,475,1.1005235461128997,1854.1821526039919,1.6663966635532828,0.9473684210526315,0.9508599508599509,0.9515789473684211
81,0.8332082644434297,71.60765349827928,56,66,365,522,38,44,0.49999980853592785,69,384,549,1.0995752636115597,1955.4536218018193,1.6664171670048926,0.9565217391304348,0.9505208333333334,0.9508196721311475
84,0.8332111340539969,66.72050366633377,47,89,402,472,32,16,0.49999982284580496,95,431,506,1.100787140176802,1488.1310995156769,1.666422858535594,0.9368421052631579,0.9327146171693735,0.932806324110672
75,0.8332071811005552,60.49008235917079,47,70,455,612,24,39,0.4999998056604126,74,479,644,1.1016315174519755,2627.1521637838605,1.6664150099019215,0.9459459459459459,0.9498956158663883,0.9503105590062112
68,0.8332043443577821,59.492520993081015,42,60,393,530,44,31,0.499999806144145,64,422,569,1.1014119106882103,2788.9202135400237,1.6664093348019768,0.9375,0.9312796208530806,0.9314586994727593
69,0.8331999734816002,63.44250504674727,53,63,428,619,51,33,0.499999792419492,67,456,660,1.101456687728609,2536.3490531664183,1.6664006387877828,0.9402985074626866,0.9385964912280702,0.9378787878787879
65,0.8331848064433623,62.856694560729245,21,74,519,555,54,37,0.499999764467468,81,568,608,1.0990302397085534,1914.7028914711339,1.6663703978556028,0.9135802469135802,0.9137323943661971,0.912828947368421
68,0.8331893613741079,69.18220450438609,41,83,480,535,39,59,0.49999975786561446,87,505,563,1.101274908634534,2271.1999672240972,1.666379529723783,0.9540229885057471,0.9504950495049505,0.9502664298401421
86,0.8332001929738662,67.10168210541683,51,47,591,496,64,45,0.49999979026282587,50,626,525,1.1006833814711086,1638.578696653547,1.6664010849602413,0.94,0.9440894568690096,0.9447619047619048
90,0.8332065829080124,72.16246209689672,44,89,587,526,61,52,0.4999998041983017,94,617,553,1.0996397697880937,1506.6391894896374,1.6664138183893362,0.9468085106382979,0.9513776337115073,0.9511754068716094
96,0.8332090416703579,73.81626482307757,52,101,710,568,46,55,0.4999998129600015,107,752,601,1.098958258299847,1696.386847977648,1.6664187067146206,0.9439252336448598,0.9441489361702128,0.9450915141430949
79,0.8331989775032027,68.42872837740889,35,108,720,690,29,38,0.4999997841556428,114,757,726,1.0993770646523253,1914.7028914711339,1.6663986743719068,0.9473684210526315,0.9511228533685601,0.9504132231404959
87,0.8332029872239206,68.42872837740889,38,156,647,648,75,55,0.49999979480621703,164,681,682,1.101274908634534,1975.9494203405225,1.6664066583204136,0.9512195121951219,0.9500734214390602,0.9501466275659824
80,0.8332000833105889,65.9553893592298,39,137,594,649,84,36,0.4999997872421002,144,625,683,1.0991013269373404,2206.6392439014617,1.6664008757010789,0.9513888888888888,0.9504,0.9502196193265008
68,0.8331784035188826,56.45663590239518,33,116,511,753,61,36,0.4999997300683845,123,541,797,1.0997035191764275,1914.7028914711339,1.6663577066430209,0.943089430894309,0.944547134935305,0.944792973651192
94,0.8332011725459711,62.46488061535455,43,146,495,651,57,33,0.4999997899908814,154,521,685,1.096386845504493,2536.3490531664183,1.6664030450116116,0.948051948051948,0.9500959692898272,0.9503649635036496
100,0.8332091382013225,63.24748770003869,65,209,485,767,37,17,0.49999981065088756,220,510,807,1.0968082144797935,2581.6009314515654,1.666418907472527,0.95,0.9509803921568627,0.9504337050805453
89,0.8332026703157533,61.67814344323421,37,184,507,794,43,15,0.49999978862319294,191,527,825,1.0970095070077044,1754.9430858627381,1.6664060451106848,0.9633507853403142,0.9620493358633776,0.9624242424242424
87,0.8331977415333416,58.68940589386596,36,198,562,926,74,45,0.49999978100153253,208,591,974,1.095821719130626,2100.5972435230146,1.666396212943117,0.9519230769230769,0.9509306260575296,0.9507186858316222
86,0.8331906160292678,57.67899475507362,38,181,581,975,57,27,0.49999973592144403,181,581,975,1.0964946279605896,1975.9494203405225,1.6663821121700995,1,1,1
84,0.833186659712671,57.67899475507362,39,139,525,954,75,52,0.4999997236080209,139,525,954,1.0971079285340344,2121.648831115318,1.6663742405702906,1,1,1
86,0.8331957898941458,65.37910257765674,28,196,408,976,64,37,0.49999975168370864,196,408,976,1.0981021606925805,1794.3930536709133,1.6663924073730567,1,1,1
85,0.8332021389855087,60.887180039215146,32,207,512,913,59,47,0.4999997704922849,207,512,913,1.099171536830153,1677.0340260114745,1.666405042876645,1,1,1
77,0.8331815276437841,55.01640773520453,29,158,512,947,55,45,0.49999970730262394,158,512,947,1.0979326010400707,1854.1821526039919,1.666364030768327,1,1,1
81,0.8331934269607572,52.50995550717077,31,80,414,782,83,44,0.49999974453313684,80,414,782,1.0967052746960644,1677.0340260114745,1.666387705335194,1,1,1
74,0.8331975145698204,56.04672369199135,18,151,560,810,49,37,0.4999997801293191,159,589,852,1.0998288011420216,1638.578696653547,1.6663957619227823,0.949685534591195,0.9507640067911715,0.9507042253521126
70,0.8331818059310004,50.59692164560435,30,82,589,811,74,61,0.49999970819635586,82,589,811,1.1000113746758549,1914.7028914711339,1.6663645843645172,1,1,1
61,0.8331940246381118,60.49008235917079,20,139,537,876,82,53,0.4999997463494614,139,537,876,1.100469111303363,1451.3728418987512,1.6663888946371048,1,1,1
69,0.8331823597084357,55.01640773520453,39,123,550,874,90,65,0.499999709971583,123,550,874,1.0991013269373404,1433.1232127357482,1.6663656860036755,1,1,1
67,0.8331942624000543,61.48080264387766,28,128,496,828,99,51,0.49999975342444136,130,502,838,1.1009882580003143,1715.8227890893822,1.6663893465818769,0.9846153846153847,0.9880478087649402,0.9880668257756563
76,0.8331878288561724,62.072034207515344,34,98,491,825,150,60,0.4999998831983379,150,750,1261,1.099309389877191,1735.3416130412877,1.6663760469833289,0.6533333333333333,0.6546666666666666,0.6542426645519429
89,0.8331948535620912,59.89237962897717,22,146,554,869,151,77,0.49999974885994974,146,554,869,1.0978460583984837,2673.001444318721,1.6663905441189923,1,1,1
88,0.8332035122835599,60.49008235917079,45,130,582,847,146,88,0.49999977448231286,130,582,847,1.0978460583984837,2446.7486838947625,1.6664077761759748,1,1,1
66,0.8331884710234612,59.492520993081015,28,126,553,849,72,52,0.49999972927329916,126,553,849,1.0995099868480918,2930.4435745489786,1.6663778443128745,1,1,1
69,0.8331947356986098,73.45010914827897,24,153,645,839,136,68,0.49999975168370864,154,649,844,1.095821719130626,2336.4561575193065,1.6663902989809376,0.9935064935064936,0.9938366718027735,0.9940758293838863
55,0.8331853403124928,63.05221801171126,28,97,437,859,96,70,0.4999997264626589,98,442,870,1.0991013269373404,1696.386847977648,1.6663715922546949,0.9897959183673469,0.9886877828054299,0.9873563218390805
65,0.8331906160292678,69.18220450438609,26,162,473,1010,92,55,0.49999973592144403,162,473,1010,1.0994439253584625,1562.6761339022223,1.6663821121700995,1,1,1
94,0.8331943810022268,67.6717529812122,30,141,563,906,165,76,0.4999997474299737,141,563,906,1.0979326010400707,1360.9944499255066,1.6663896037645856,1,1,1
104,0.833198642474518,64.6073877892696,29,169,560,946,125,48,0.49999976020748765,169,560,946,1.0946796527495106,1814.2410920414097,1.6663980841286024,1,1,1
97,0.8332009560072846,72.53134025979706,26,195,536,949,68,44,0.4999998846524023,277,762,1349,1.0955826136908953,1343.1811051969373,1.6664022964455727,0.703971119133574,0.7034120734908137,0.7034840622683469
101,0.8331875705260073,64.02605703842207,30,189,585,1050,82,48,0.49999978387173044,213,658,1181,1.095335474586933,1451.3728418987512,1.6663758613538773,0.8873239436619719,0.8890577507598785,0.8890770533446232
106,0.8332035122835599,75.4546327227954,26,215,548,1062,98,43,0.49999977448231286,215,548,1062,1.0919411938924128,1677.0340260114745,1.6664077761759748,1,1,1
95,0.8332036168304072,71.23677593510166,26,179,595,1010,148,56,0.4999997747849196,179,595,1010,1.0971079285340344,1657.764561871244,1.6664079842612307,1,1,1
88,0.8331972869088278,69.18220450438609,24,174,493,1039,85,46,0.4999997561717799,174,493,1039,1.0939634856794,1562.6761339022223,1.6663953864460976,1,1,1
101,0.8332149541060894,79.75263156394978,31,235,545,933,68,22,0.49999980662607363,235,545,933,1.0962773712929095,2228.081902960668,1.6664305527006167,1,1,1
96,0.833204962022108,76.71863695133527,37,178,587,1158,86,32,0.4999997786640071,178,587,1158,1.0957031455080697,2336.4561575193065,1.666410661717533,1,1,1
79,0.833205675809202,78.15257217660188,26,222,526,1169,52,35,0.4999997807113723,222,526,1169,1.0933411770847388,1814.2410920414097,1.6664120824688415,1,1,1
76,0.8331833199394788,55.42949365566856,79,14,316,628,118,70,0.49999978862319294,16,368,732,1.104786725295728,1153.115966409464,1.6663673443417748,0.875,0.8586956521739131,0.8579234972677595
83,0.8331876997961022,47.998163320567436,65,22,398,645,240,171,0.49999976892941767,24,433,863,1.1048229913097638,792.0785836133542,1.6663761696932282,0.9166666666666666,0.9191685912240185,0.7473928157589803
74,0.8331948535620912,49.304674981194054,67,11,394,485,153,78,0.49999977895823905,12,420,502,1.1042282186442154,1037.9062682575468,1.6663904438079387,0.9166666666666666,0.9380952380952381,0.9661354581673307
88,0.8331865287443391,53.56025310374619,55,21,366,669,134,58,0.4999997561717799,22,390,603,1.1034736498309423,1037.9062682575468,1.6663738701066277,0.9545454545454546,0.9384615384615385,1.109452736318408
48,0.8331762050778398,56.66112587925225,67,18,490,562,133,93,0.49999972727014874,19,522,630,1.1058400207178465,1169.9433661293854,1.6663533190842654,0.9473684210526315,0.9386973180076629,0.8920634920634921
56,0.8331844037193253,51.66336846713691,75,20,472,487,185,168,0.4999997438011405,21,497,639,1.1055230291597822,1581.5251426390637,1.6663696612826642,0.9523809523809523,0.9496981891348089,0.7621283255086072
60,0.8331751594659703,54.80937848918753,77,19,482,814,221,163,0.4999997202905175,20,510,862,1.1049117651141034,1543.9119673298837,1.666351251120433,0.95,0.9450980392156862,0.9443155452436195
66,0.8331833199394788,51.66336846713691,68,20,497,805,212,168,0.49999974084146703,21,523,847,1.1054518431780576,1914.7028914711339,1.6663675035856729,0.9523809523809523,0.9502868068833652,0.9504132231404959
83,0.8331844037193253,54.80937848918753,53,15,660,673,246,163,0.4999997438011405,16,694,708,1.1036846650008518,1433.1232127357482,1.6663696612826642,0.9375,0.9510086455331412,0.9505649717514124
77,0.833191235865252,57.27275551668686,53,7,527,451,183,146,0.4999998513477998,9,700,599,1.1034463785876882,1220.9714992427284,1.6663829671534929,0.7777777777777778,0.7528571428571429,0.7529215358931552
79,0.8332181420355503,73.08318450118217,66,71,496,372,91,91,0.49999983729302455,76,529,396,1.101133756081614,1894.448383006186,1.6664368263528924,0.9342105263157895,0.9376181474480151,0.9393939393939394
65,0.8332070817615718,69.74505682330813,82,76,460,489,65,75,0.4999998054178671,80,484,514,1.1031023125005655,2446.7486838947625,1.6664148120322404,0.95,0.9504132231404959,0.9513618677042801
67,0.8332035122835599,76.71863695133527,70,79,523,579,98,75,0.49999979611443035,83,550,609,1.1016315174519755,2100.5972435230146,1.666407704080088,0.9518072289156626,0.9509090909090909,0.9507389162561576
66,0.8332077741376169,76.35839232226107,65,80,513,610,77,84,0.4999998073456039,84,540,642,1.1031913543321041,2271.1999672240972,1.6664161903600434,0.9523809523809523,0.95,0.9501557632398754
66,0.8332124322340664,73.81626482307757,73,70,533,555,73,65,0.49999981898775053,74,561,584,1.1015449456798907,2185.274416882892,1.6664254677549777,0.9459459459459459,0.9500891265597148,0.9503424657534246
59,0.8331975145698204,68.99415971230528,69,69,558,597,77,64,0.49999978862319294,74,599,640,1.0996397697880937,2402.4029080298433,1.6663957336144597,0.9324324324324325,0.9315525876460768,0.9328125
71,0.833205675809202,70.30600792648886,63,66,548,673,46,33,0.49999980686636425,70,584,717,1.1016315174519755,2336.4561575193065,1.6664119952988186,0.9428571428571428,0.9383561643835616,0.9386331938633193
69,0.8332087512504679,77.79513298368406,54,78,632,598,48,27,0.49999981455134035,83,674,637,1.101588439250868,1834.1708659749913,1.6664181205709496,0.9397590361445783,0.9376854599406528,0.9387755102040817
61,0.8332143327320888,79.39823844745055,70,84,666,668,66,21,0.49999982820443395,90,710,712,1.1016741863075876,1935.0380419491132,1.666429238034486,0.9333333333333333,0.9380281690140845,0.9382022471910112
45,0.8332074782594728,67.6717529812122,53,96,588,637,50,40,0.49999980638533426,101,619,670,1.1020407237798775,1914.7028914711339,1.666415601803945,0.9504950495049505,0.9499192245557351,0.9507462686567164
70,0.8332043443577821,74.5462968858738,61,124,585,675,54,42,0.49999979843789366,130,615,710,1.0999512134683103,2719.1474869342624,1.6664093604855257,0.9538461538461539,0.9512195121951219,0.9507042253521126
77,0.8331875705260073,65.57143408238036,38,83,606,689,39,46,0.4999997592080062,88,646,734,1.0997035191764275,1600.4587397076295,1.6663759435519865,0.9431818181818182,0.9380804953560371,0.9386920980926431
94,0.8331931865718188,63.83178832955608,47,76,559,635,46,35,0.49999976861492895,80,588,668,1.1007355346318553,1874.2747311732844,1.6663871442978533,0.95,0.9506802721088435,0.9505988023952096
87,0.8331931865718188,63.05221801171126,40,68,536,595,27,33,0.4999997774811849,73,575,638,1.0991013269373404,1543.9119673298837,1.6663871147486102,0.9315068493150684,0.9321739130434783,0.932601880877743
62,0.8331808278100188,56.66112587925225,55,95,613,698,73,52,0.499999733603282,100,645,734,1.098185226068512,2491.3978550199345,1.6663625434470628,0.95,0.9503875968992248,0.9509536784741145
62,0.8332069822790821,69.74505682330813,66,67,612,606,67,47,0.4999998078230619,71,648,642,1.1006306717752283,3026.2445833856773,1.6664146050510769,0.9436619718309859,0.9444444444444444,0.9439252336448598
56,0.8331897398879192,61.67814344323421,32,123,664,736,40,41,0.49999975887345677,129,698,774,1.1004140822610184,2142.7790185512185,1.6663802833928734,0.9534883720930233,0.9512893982808023,0.9509043927648578
67,0.8331947356986098,64.2200789515851,48,86,568,757,32,36,0.4999997726537986,90,598,796,1.0997665252450393,2650.0396288648276,1.666390229092197,0.9555555555555556,0.9498327759197325,0.9510050251256281
57,0.8331907403926122,57.88166601859826,52,55,492,667,32,33,0.4999997618595152,58,518,702,1.099240885806983,2100.5972435230146,1.6663822744513896,0.9482758620689655,0.9498069498069498,0.9501424501424501
60,0.8331845381828971,53.97796736415534,41,57,589,781,36,48,0.4999997441675314,60,620,822,1.1001878211733411,2249.6022061717927,1.6663699289888592,0.95,0.95,0.9501216545012166
81,0.8331950887385889,57.67899475507362,42,93,537,745,61,37,0.4999997795449455,99,572,794,1.0957031455080697,2292.8750013622375,1.6663909122057765,0.9393939393939394,0.9388111888111889,0.9382871536523929
78,0.833181388148552,58.08404090559199,20,114,511,774,35,37,0.4999997385879252,121,541,820,1.0962773712929095,2271.1999672240972,1.666363647512261,0.9421487603305785,0.944547134935305,0.9439024390243902
